seq_id,aln_start,aln_end,env_start,env_end,hmm_acc,hmm_name,type,hmm_start,hmm_end,hmm_length,score,evalue,significance,clan
g16254.t1,162,309,162,310,PF04937.20,DUF659,Family,1,151,152,56.4,3.4e-15,1,No_Clan
g16255.t1,14,69,14,70,PF05383.23,La,Domain,1,58,59,74.6,5.4e-21,1,CL0123
g16256.t1,35,216,33,227,PF01470.22,Peptidase_C15,Domain,3,178,204,74.1,1.9e-20,1,CL0379
g16258.t1,131,241,128,259,PF08153.17,NGP1NT,Domain,5,110,131,104.8,4.5e-30,1,No_Clan
g16258.t1,378,444,377,474,PF01926.29,MMR_HSR1,Family,2,71,113,39.5,6.5e-10,1,CL0023
g16259.t1,30,125,29,126,PF17773.7,UPF0176_N,Domain,2,91,92,55.9,5.5e-15,1,CL0622
g16259.t1,157,253,149,255,PF00581.25,Rhodanese,Domain,6,99,102,38.8,1.3e-09,1,CL0031
g16259.t1,283,352,283,352,PF12368.13,Rhodanese_C,Family,1,66,66,63.1,2.8e-17,1,No_Clan
g16259.t1,435,638,428,640,PF01596.23,Methyltransf_3,Domain,7,202,204,164.4,2.6e-48,1,CL0063
g16260.t1,45,146,44,146,PF17773.7,UPF0176_N,Domain,2,92,92,63.1,3.2e-17,1,CL0622
g16260.t1,177,273,169,275,PF00581.25,Rhodanese,Domain,6,99,102,39.7,6.6e-10,1,CL0031
g16260.t1,303,372,303,372,PF12368.13,Rhodanese_C,Family,1,66,66,68.7,5.3e-19,1,No_Clan
g16261.t1,124,254,124,255,PF22600.2,MTPAP-like_central,Domain,1,138,139,88.7,4.8e-25,1,CL0260
g16261.t1,315,372,315,373,PF03828.24,PAP_assoc,Family,1,59,60,60.7,1.6e-16,1,No_Clan
g16262.t1,100,170,100,170,PF00076.28,RRM_1,Domain,1,70,70,82.2,2.3e-23,1,CL0221
g16263.t1,130,218,122,232,PF06028.17,DUF915,Domain,85,174,255,26.4,5.2e-06,1,CL0028
g16266.t1,13,422,10,422,PF03901.23,Glyco_transf_22,Family,4,414,414,345.2,7.9e-103,1,CL0111
g16267.t1,3,86,2,97,PF12624.13,Chorein_N,Domain,2,96,116,46.7,3.5e-12,1,CL0760
g16267.t1,108,200,107,269,PF16908.11,VPS13_ext_chorein,Repeat,2,95,234,37.4,2.9e-09,1,CL0760
g16267.t1,2251,2396,2239,2407,PF06650.17,VPS13_VAB,Domain,187,325,565,34.9,7.9e-09,1,No_Clan
g16267.t1,2939,3122,2873,3125,PF06650.17,VPS13_VAB,Domain,386,560,565,105.8,2.7e-30,1,No_Clan
g16267.t1,3841,4050,3841,4050,PF16909.10,VPS13_DH-like,Family,1,173,173,169.0,1.1e-49,1,No_Clan
g16267.t1,4510,4610,4507,4613,PF00169.35,PH,Domain,4,101,105,31.2,3.2e-07,1,CL0266
g16268.t1,12,202,12,203,PF04511.20,DER1,Family,1,190,191,173.2,7.4e-51,1,CL0207
g16270.t1,51,119,49,138,PF13837.12,Myb_DNA-bind_4,Domain,3,72,89,36.2,7.7e-09,1,CL0123
g16272.t1,20,294,20,294,PF01193.29,RNA_pol_L,Domain,1,74,74,72.6,2.1e-20,1,CL0509
g16272.t1,54,176,50,184,PF01000.31,RNA_pol_A_bac,Domain,3,101,119,57.9,1.4e-15,1,No_Clan
g16273.t1,7,293,2,298,PF10186.14,ATG14,Family,26,342,347,67.9,1.1e-18,1,CL0551
g16275.t1,2,209,2,221,PF03194.20,LUC7,Family,1,217,246,222.8,7.2e-66,1,No_Clan
g16276.t1,1989,2305,1989,2305,PF00648.27,Peptidase_C2,Family,1,297,297,182.6,1.2e-53,1,CL0125
g16276.t1,2565,2594,2564,2594,PF00397.32,WW,Domain,2,31,31,38.2,1.4e-09,1,CL0680
g16277.t1,80,253,79,254,PF04072.20,LCM,Family,2,186,187,140.9,5.3e-41,1,CL0063
g16282.t1,184,325,180,326,PF11815.13,DUF3336,Family,5,137,138,75.1,5.8e-21,1,No_Clan
g16282.t1,333,540,333,543,PF01734.27,Patatin,Family,1,188,191,62.7,6.8e-17,1,CL0323
g16285.t1,94,187,93,187,PF04719.20,TAFII28,Domain,2,86,86,93.4,7.9e-27,1,CL0012
g16286.t1,638,896,633,897,PF00069.31,Pkinase,Domain,6,262,263,181.7,2.3e-53,1,CL0016
g16287.t1,466,601,459,603,PF01603.26,B56,Repeat,243,375,413,52.1,6.6e-14,1,CL0020
g16288.t1,295,652,295,688,PF00176.29,SNF2-rel_dom,Domain,1,252,290,165.6,1.7e-48,1,CL0023
g16288.t1,970,1076,961,1076,PF00271.37,Helicase_C,Domain,10,110,110,47.8,1.8e-12,1,CL0023
g16293.t1,155,314,155,314,PF00078.32,RVT_1,Domain,1,205,205,67.4,1.8e-18,1,CL0027
g16313.t1,74,221,70,223,PF00122.25,E1-E2_ATPase,Family,37,179,181,111.0,6.2e-32,1,No_Clan
g16318.t1,295,651,295,688,PF00176.29,SNF2-rel_dom,Domain,1,254,290,167.2,5.5e-49,1,CL0023
g16318.t1,972,1078,963,1078,PF00271.37,Helicase_C,Domain,10,110,110,41.4,1.9e-10,1,CL0023
g16320.t1,7,65,6,67,PF00403.32,HMA,Domain,2,60,62,49.8,4.3e-13,1,CL0704
g16321.t1,127,213,127,213,PF22936.1,Pol_BBD,Domain,1,81,81,43.7,3.4e-11,1,No_Clan
g16321.t1,271,320,251,320,PF13976.11,gag_pre-integrs,Domain,20,67,67,33.4,3.9e-08,1,No_Clan
g16321.t1,335,443,334,446,PF00665.32,rve,Domain,3,99,102,34.8,2e-08,1,CL0219
g16321.t1,921,1006,915,1010,PF07727.19,RVT_2,Family,8,92,243,70.1,2.9e-19,1,CL0027
g16321.t1,1010,1133,1006,1134,PF07727.19,RVT_2,Family,119,242,243,80.4,2e-22,1,CL0027
g16321.t2,63,193,59,204,PF14223.12,Retrotran_gag_2,Family,5,126,138,59.6,3.5e-16,1,CL0523
g16321.t2,353,439,353,439,PF22936.1,Pol_BBD,Domain,1,81,81,43.4,4.1e-11,1,No_Clan
g16321.t2,497,546,477,546,PF13976.11,gag_pre-integrs,Domain,20,67,67,33.1,4.6e-08,1,No_Clan
g16321.t2,561,669,560,672,PF00665.32,rve,Domain,3,99,102,34.6,2.4e-08,1,CL0219
g16321.t2,1147,1232,1141,1236,PF07727.19,RVT_2,Family,8,92,243,69.8,3.4e-19,1,CL0027
g16321.t2,1236,1359,1232,1360,PF07727.19,RVT_2,Family,119,242,243,80.1,2.5e-22,1,CL0027
g16322.t1,279,643,279,688,PF00176.29,SNF2-rel_dom,Domain,1,252,290,160.9,4.5e-47,1,CL0023
g16322.t1,907,1006,888,1006,PF00271.37,Helicase_C,Domain,12,110,110,51.3,1.6e-13,1,CL0023
g16323.t1,101,267,101,267,PF05118.21,Asp_Arg_Hydrox,Domain,1,157,157,155.9,9.7e-46,1,CL0029
g16324.t1,6,57,5,58,PF22466.1,GINS_N,Domain,2,52,53,49.6,3.6e-13,1,No_Clan
g16324.t1,65,169,64,171,PF05916.16,Sld5,Domain,2,105,107,30.5,4.5e-07,1,No_Clan
g16325.t1,3,122,3,124,PF13519.12,VWA_2,Domain,1,105,107,31.3,3.3e-07,1,CL0128
g16326.t1,954,1358,952,1358,PF08393.18,DHC_N2,Family,3,403,403,463.9,5.5e-139,1,No_Clan
g16326.t1,1487,1813,1487,1813,PF12774.13,AAA_6,Domain,1,327,327,501.1,1.5e-150,1,CL0023
g16326.t1,1982,2114,1980,2115,PF17852.6,Dynein_AAA_lid,Domain,3,125,126,104.2,6.4e-30,1,No_Clan
g16326.t1,2120,2297,2120,2300,PF12775.13,AAA_7,Domain,1,178,181,258.1,4.4e-77,1,CL0023
g16326.t1,2333,2428,2332,2431,PF17857.7,AAA_lid_1,Domain,2,97,100,74.0,1.3e-20,1,CL0671
g16326.t1,2477,2735,2477,2736,PF12780.13,AAA_8,Domain,1,258,259,326.4,1.4e-97,1,CL0023
g16326.t1,2750,3095,2749,3101,PF12777.12,MT,Domain,2,337,344,149.0,2.2e-43,1,No_Clan
g16326.t1,3125,3350,3125,3351,PF12781.13,AAA_9,Domain,1,221,222,281.0,5.7e-84,1,CL0023
g16326.t1,3597,3710,3596,3710,PF03028.21,Dynein_heavy,Domain,2,115,115,153.5,2.5e-45,1,CL0023
g16326.t1,3742,3883,3742,3883,PF18198.7,AAA_lid_11,Domain,1,140,140,170.7,2.6e-50,1,CL0671
g16326.t1,3890,4210,3889,4210,PF18199.6,Dynein_C,Domain,2,309,309,368.5,3.4e-110,1,No_Clan
g16327.t1,42,73,42,79,PF13445.12,zf-RING_UBOX,Domain,1,29,39,31.3,2e-07,1,CL0229
g16328.t1,29,87,29,87,PF08246.17,Inhibitor_I29,Domain,1,59,59,41.6,1.5e-10,1,No_Clan
g16328.t1,119,329,118,330,PF00112.29,Peptidase_C1,Domain,2,219,220,261.5,1.1e-77,1,CL0125
g16328.t1,378,511,376,513,PF02221.20,E1_DerP2_DerF2,Domain,3,131,133,50.3,3.9e-13,1,CL0532
g16329.t1,263,621,263,667,PF00176.29,SNF2-rel_dom,Domain,1,254,290,165.7,1.5e-48,1,CL0023
g16329.t1,833,930,816,930,PF00271.37,Helicase_C,Domain,14,110,110,46.0,6.9e-12,1,CL0023
g16330.t1,121,247,120,247,PF04116.19,FA_hydroxylase,Domain,2,132,132,88.0,8.8e-25,1,CL0713
g16331.t1,22,165,17,165,PF09349.15,OHCU_decarbox,Domain,8,155,155,135.6,2.6e-39,1,No_Clan
g16331.t2,22,165,17,165,PF09349.15,OHCU_decarbox,Domain,8,155,155,135.8,2.3e-39,1,No_Clan
g16332.t1,55,443,51,480,PF01704.24,UDPGP,Family,7,354,413,168.9,1.9e-49,1,CL0110
g16333.t1,6,73,6,73,PF00076.28,RRM_1,Domain,1,70,70,58.5,5.8e-16,1,CL0221
g16333.t1,106,165,104,167,PF00076.28,RRM_1,Domain,3,68,70,42.3,6.6e-11,1,CL0221
g16334.t1,75,149,71,156,PF03092.22,BT1,Family,6,80,432,51.6,7.6e-14,1,CL0015
g16336.t1,398,434,397,435,PF00400.38,WD40,Repeat,2,38,39,34.8,2.1e-08,1,CL0186
g16336.t1,1337,1412,1337,1413,PF13771.12,zf-HC5HC2H,Domain,1,90,91,36.2,6.6e-09,1,CL0229
g16336.t1,1714,1792,1710,1796,PF00439.30,Bromodomain,Domain,2,80,84,63.7,1.5e-17,1,No_Clan
g16336.t1,2021,2090,2015,2097,PF00439.30,Bromodomain,Domain,5,76,84,54.7,9.8e-15,1,No_Clan
g16337.t1,328,382,323,386,PF01363.27,FYVE,Domain,9,63,67,43.1,4.4e-11,1,CL0229
g16337.t1,514,640,512,641,PF01590.32,GAF,Domain,4,129,133,36.2,1e-08,1,CL0161
g16340.t1,267,322,263,325,PF01363.27,FYVE,Domain,7,64,67,55.4,6.4e-15,1,CL0229
g16342.t1,19,374,17,376,PF12832.13,MFS_1_like,Family,3,371,373,210.9,3.6e-62,1,CL0015
g16343.t1,22,376,20,378,PF12832.13,MFS_1_like,Family,3,371,373,213.5,5.9e-63,1,CL0015
g16345.t1,50,284,33,291,PF02263.25,GBP,Domain,17,255,264,57.2,1.8e-15,1,CL0023
g16346.t1,219,311,211,314,PF15458.11,NTR2,Family,142,227,230,32.2,1e-07,1,No_Clan
g16347.t1,96,529,85,530,PF00083.30,Sugar_tr,Family,11,451,452,316.1,4.9e-94,1,CL0015
g16350.t1,4,90,4,116,PF20147.5,Crinkler,Domain,1,89,106,59.0,8.3e-16,1,CL0072
g16352.t1,398,461,398,462,PF00076.28,RRM_1,Domain,1,69,70,28.1,1.8e-06,1,CL0221
g16352.t1,516,574,515,577,PF00076.28,RRM_1,Domain,9,67,70,50.9,1.4e-13,1,CL0221
g16353.t1,75,297,68,299,PF01223.29,Endonuclease_NS,Domain,10,220,223,195.1,1.6e-57,1,CL0263
g16355.t1,22,155,16,177,PF14580.12,LRR_9,Repeat,24,158,175,48.9,6.9e-13,1,CL0022
g16357.t1,51,355,51,355,PF17781.7,RPN1_RPN2_N,Repeat,1,301,301,387.2,7.4e-116,1,CL0020
g16357.t1,840,893,840,893,PF18051.6,RPN1_C,Domain,1,54,54,107.9,2.4e-31,1,No_Clan
g16358.t1,59,488,40,488,PF00083.30,Sugar_tr,Family,17,452,452,326.1,4.5e-97,1,CL0015
g16362.t1,59,488,40,488,PF00083.30,Sugar_tr,Family,17,452,452,327.4,1.9e-97,1,CL0015
g16365.t1,3,157,3,158,PF03033.26,Glyco_transf_28,Family,1,138,139,67.3,1.9e-18,1,CL0113
g16365.t1,316,424,292,434,PF06722.18,EryCIII-like_C,Domain,25,133,145,47.1,3e-12,1,CL0113
g16366.t1,6,248,5,249,PF00121.24,TIM,Domain,2,244,245,302.9,2.1e-90,1,CL0036
g16367.t1,70,300,65,304,PF03133.20,TTL,Family,8,236,292,199.8,7.2e-59,1,CL0179
g16367.t1,361,413,344,422,PF03133.20,TTL,Family,231,282,292,51.0,1.5e-13,1,CL0179
g16368.t1,89,260,88,264,PF00270.35,DEAD,Domain,2,163,167,96.2,2.3e-27,1,CL0023
g16368.t1,301,406,298,406,PF00271.37,Helicase_C,Domain,4,110,110,59.7,3.8e-16,1,CL0023
g16368.t1,432,477,417,477,PF16124.10,RecQ_Zn_bind,Domain,23,66,66,42.6,1e-10,1,No_Clan
g16372.t1,7,46,5,50,PF13384.12,HTH_23,Domain,7,45,50,25.8,8.4e-06,1,CL0123
g16373.t1,15,662,15,671,PF00888.28,Cullin,Repeat,1,609,620,458.8,4.5e-137,1,CL0020
g16373.t1,702,764,702,764,PF10557.15,Cullin_Nedd8,Domain,1,63,63,71.8,4.6e-20,1,CL0123
g16374.t1,72,300,31,308,PF03982.18,DAGAT,Family,50,288,297,142.2,2.1e-41,1,CL0228
g16376.t1,66,138,59,146,PF03092.22,BT1,Family,8,80,432,39.1,4.8e-10,1,CL0015
g16378.t1,767,918,766,950,PF00078.32,RVT_1,Domain,2,196,205,51.6,1.2e-13,1,CL0027
g16378.t1,1032,1153,1032,1153,PF17917.7,RT_RNaseH,Domain,1,105,105,75.4,4.4e-21,1,CL0219
g16378.t1,1257,1294,1245,1296,PF17921.7,Integrase_H2C2,Domain,17,54,59,31.2,2.4e-07,1,CL0361
g16378.t1,1313,1407,1312,1409,PF00665.32,rve,Domain,2,100,102,42.5,8.1e-11,1,CL0219
g16378.t1,1624,1675,1623,1676,PF00385.30,Chromo,Domain,2,52,53,27.2,3.6e-06,1,CL0010
g16379.t1,3,478,1,575,PF00012.26,HSP70,Family,69,517,599,184.8,2.8e-54,1,CL0108
g16380.t1,22,383,22,383,PF00225.29,Kinesin,Domain,1,327,327,360.8,7.3e-108,1,CL0023
g16381.t1,58,147,57,147,PF08241.18,Methyltransf_11,Domain,2,95,95,39.5,8.8e-10,1,CL0063
g16383.t1,179,226,179,227,PF21743.3,PTM_DIR17_Tudor,Domain,1,47,48,44.0,1.8e-11,1,CL0010
g16384.t1,41,443,41,444,PF04922.18,DIE2_ALG10,Family,1,390,391,403.3,1.7e-120,1,CL0111
g16385.t1,40,462,40,462,PF00067.27,p450,Domain,1,404,462,193.4,8.2e-57,1,No_Clan
g16386.t1,37,480,33,499,PF00067.27,p450,Domain,5,436,462,275.3,1.1e-81,1,No_Clan
g16386.t1,584,985,578,1002,PF00067.27,p450,Domain,49,442,462,242.2,1.3e-71,1,No_Clan
g16387.t1,31,443,26,447,PF13520.12,AA_permease_2,Family,8,425,427,137.5,7.3e-40,1,CL0062
g16388.t1,23,96,23,99,PF21994.1,AGAO-like_N2,Domain,1,73,76,45.5,8.5e-12,1,CL0047
g16388.t1,111,204,110,211,PF02728.21,Cu_amine_oxidN3,Domain,2,92,100,41.8,1.4e-10,1,CL0047
g16388.t1,234,635,233,635,PF01179.26,Cu_amine_oxid,Domain,2,407,407,508.0,2.2e-152,1,CL0103
g16389.t1,61,267,56,268,PF01612.26,DNA_pol_A_exo1,Domain,6,172,173,40.9,2.3e-10,1,CL0219
g16389.t1,466,588,450,591,PF00476.25,DNA_pol_A,Family,78,203,381,106.6,1.7e-30,1,No_Clan
g16389.t1,615,795,608,796,PF00476.25,DNA_pol_A,Family,205,380,381,156.8,9.7e-46,1,No_Clan
g16390.t1,1,108,1,129,PF16810.10,RXLR,Family,1,116,141,32.3,1.5e-07,1,CL0807
g16398.t1,46,199,46,213,PF03798.21,TRAM_LAG1_CLN8,Domain,1,142,198,43.4,4.5e-11,1,No_Clan
g16399.t1,3,118,1,119,PF00892.26,EamA,Family,19,135,136,46.8,4.2e-12,1,CL0184
g16399.t1,136,268,134,269,PF00892.26,EamA,Family,3,135,136,51.6,1.3e-13,1,CL0184
g16399.t2,60,190,57,191,PF00892.26,EamA,Family,4,135,136,46.3,5.9e-12,1,CL0184
g16399.t2,208,340,206,341,PF00892.26,EamA,Family,3,135,136,50.9,2.3e-13,1,CL0184
g16400.t1,70,202,69,203,PF00892.26,EamA,Family,2,135,136,73.4,2.4e-20,1,CL0184
g16401.t1,5,203,1,204,PF23281.1,DAAF9_N,Domain,12,208,209,134.1,5.1e-39,1,CL0356
g16402.t1,4,281,4,281,PF00069.31,Pkinase,Domain,1,263,263,194.4,2.9e-57,1,CL0016
g16403.t1,7,146,7,148,PF00179.31,UQ_con,Domain,1,138,140,146.5,5e-43,1,CL0208
g16411.t1,142,282,140,282,PF04116.19,FA_hydroxylase,Domain,3,132,132,62.2,8.6e-17,1,CL0713
g16414.t1,1314,1399,1308,1399,PF13975.11,gag-asp_proteas,Domain,8,92,92,28.3,2.6e-06,1,CL0129
g16414.t1,1667,1827,1667,1827,PF00078.32,RVT_1,Domain,1,205,205,104.8,6.4e-30,1,CL0027
g16414.t1,1915,2024,1915,2025,PF17917.7,RT_RNaseH,Domain,1,104,105,95.7,2.1e-27,1,CL0219
g16414.t1,2209,2262,2208,2266,PF17921.7,Integrase_H2C2,Domain,2,54,59,54.3,1.4e-14,1,CL0361
g16414.t1,2285,2382,2284,2382,PF00665.32,rve,Domain,3,102,102,36.0,8.5e-09,1,CL0219
g16414.t1,2506,2568,2506,2569,PF24626.1,SH3_Tf2-1,Domain,1,63,64,34.6,2e-08,1,CL0010
g16417.t1,586,1087,585,1087,PF04109.21,ATG9,Family,2,478,478,465.1,3.8e-139,1,No_Clan
g16417.t2,110,611,109,611,PF04109.21,ATG9,Family,2,478,478,467.0,1e-139,1,No_Clan
g16418.t1,214,338,205,339,PF02765.23,POT1,Domain,12,139,140,76.1,3e-21,1,CL0021
g16419.t1,50,484,40,485,PF00083.30,Sugar_tr,Family,10,451,452,316.6,3.6e-94,1,CL0015
g16422.t1,55,228,55,233,PF10354.15,BMT5-like,Domain,1,152,168,137.0,9.7e-40,1,CL0063
g16424.t1,453,866,453,866,PF06011.17,TRP,Family,1,426,426,135.2,3.5e-39,1,No_Clan
g16426.t1,44,179,44,179,PF00988.28,CPSase_sm_chain,Domain,1,126,126,165.0,8.4e-49,1,CL0364
g16426.t1,219,398,218,399,PF00117.34,GATase,Domain,2,189,190,166.0,9.8e-49,1,CL0014
g16426.t1,548,751,548,752,PF02786.22,CPSase_L_D2,Domain,1,210,211,277.2,9.7e-83,1,CL0179
g16426.t1,840,919,839,920,PF02787.25,CPSase_L_D3,Domain,2,79,80,82.7,1.8e-23,1,CL0123
g16426.t1,1089,1288,1089,1291,PF02786.22,CPSase_L_D2,Domain,1,207,211,102.5,2.9e-29,1,CL0179
g16426.t1,1375,1463,1374,1463,PF02142.27,MGS,Domain,2,94,94,64.2,1.2e-17,1,No_Clan
g16427.t1,40,207,40,207,PF22698.1,Semialdhyde_dhC_1,Domain,1,165,165,125.3,2.6e-36,1,CL0139
g16427.t2,90,303,89,318,PF00696.33,AA_kinase,Family,2,218,234,86.7,2.4e-24,1,No_Clan
g16427.t2,368,505,368,511,PF01118.30,Semialdhyde_dh,Domain,1,112,121,65.5,7.3e-18,1,CL0063
g16427.t2,524,691,524,691,PF22698.1,Semialdhyde_dhC_1,Domain,1,165,165,121.7,3.5e-35,1,CL0139
g16428.t1,44,207,44,209,PF00071.28,Ras,Domain,1,160,162,119.6,1.2e-34,1,CL0023
g16436.t1,69,159,68,165,PF07576.18,BRAP2,Family,2,92,99,98.8,2.1e-28,1,CL0221
g16436.t1,212,253,211,253,PF13639.12,zf-RING_2,Domain,2,44,44,33.0,7.3e-08,1,CL0229
g16436.t1,263,322,263,325,PF02148.25,zf-UBP,Domain,1,60,63,83.4,1.3e-23,1,CL0229
g16437.t1,141,452,141,453,PF04515.17,Choline_transpo,Family,1,325,326,256.9,3.4e-76,1,No_Clan
g16437.t2,135,446,135,447,PF04515.17,Choline_transpo,Family,1,325,326,257.0,3.3e-76,1,No_Clan
g16438.t1,9,185,7,185,PF01595.25,CNNM,Domain,3,181,181,116.9,1e-33,1,No_Clan
g16439.t1,585,715,581,833,PF01079.25,Hint,Family,9,116,213,41.5,1.4e-10,1,CL0363
g16442.t1,495,829,489,829,PF00069.31,Pkinase,Domain,74,263,263,42.1,8.3e-11,1,CL0016
g16443.t1,56,133,50,158,PF01412.23,ArfGap,Domain,9,86,117,85.8,2.8e-24,1,No_Clan
g16445.t1,262,356,261,356,PF18808.7,Importin_rep_4,Repeat,2,90,90,69.1,4.1e-19,1,CL0020
g16445.t1,808,894,804,895,PF18829.7,Importin_rep_6,Repeat,25,109,110,31.7,2e-07,1,CL0020
g16446.t1,73,123,73,125,PF14853.12,Fis1_TPR_C,Repeat,1,51,53,39.7,5.6e-10,1,CL0020
g16447.t1,63,245,62,250,PF03798.21,TRAM_LAG1_CLN8,Domain,2,193,198,51.4,1.7e-13,1,No_Clan
g16448.t1,43,69,43,69,PF00642.30,zf-CCCH,Family,1,27,27,42.5,5.4e-11,1,CL0537
g16448.t1,81,106,81,107,PF00642.30,zf-CCCH,Family,1,26,27,29.6,6.1e-07,1,CL0537
g16450.t1,207,458,190,458,PF08572.15,PRP3,Domain,4,220,220,203.8,3.3e-60,1,No_Clan
g16450.t1,481,610,481,610,PF06544.18,Prp3_C,Domain,1,138,138,147.2,3.9e-43,1,CL0622
g16451.t1,14,96,14,96,PF05026.18,DCP2,Domain,1,83,83,96.1,1.4e-27,1,No_Clan
g16451.t1,100,211,98,225,PF00293.34,NUDIX,Domain,3,123,134,63.7,2.1e-17,1,CL0261
g16452.t1,154,382,153,383,PF03878.20,YIF1,Family,2,244,245,198.0,2.1e-58,1,CL0112
g16454.t1,43,69,43,69,PF00642.30,zf-CCCH,Family,1,27,27,42.6,5.1e-11,1,CL0537
g16454.t1,81,106,81,107,PF00642.30,zf-CCCH,Family,1,26,27,29.7,5.7e-07,1,CL0537
g16456.t1,207,458,190,458,PF08572.15,PRP3,Domain,4,220,220,203.8,3.3e-60,1,No_Clan
g16456.t1,481,610,481,610,PF06544.18,Prp3_C,Domain,1,138,138,144.2,3.4e-42,1,CL0622
g16457.t1,14,96,14,96,PF05026.18,DCP2,Domain,1,83,83,96.3,1.3e-27,1,No_Clan
g16457.t1,100,211,98,219,PF00293.34,NUDIX,Domain,3,123,134,63.3,2.9e-17,1,CL0261
g16458.t1,183,411,182,412,PF03878.20,YIF1,Family,2,244,245,197.7,2.6e-58,1,CL0112
g16466.t1,1,74,1,76,PF02798.26,GST_N,Domain,1,74,76,54.1,1.9e-14,1,CL0172
g16466.t1,129,200,103,202,PF00043.30,GST_C,Domain,18,91,93,31.8,1.7e-07,1,CL0497
g16478.t1,41,360,39,361,PF00933.27,Glyco_hydro_3,Domain,3,315,316,164.1,6.6e-48,1,CL0036
g16478.t1,398,624,398,624,PF01915.27,Glyco_hydro_3_C,Domain,1,200,200,146.1,1.6e-42,1,No_Clan
g16478.t1,662,734,662,736,PF14310.12,Fn3-like,Family,1,69,71,46.4,4.3e-12,1,CL0159
g16479.t1,104,374,46,375,PF00933.27,Glyco_hydro_3,Domain,44,315,316,185.5,2e-54,1,CL0036
g16479.t1,412,638,412,638,PF01915.27,Glyco_hydro_3_C,Domain,1,200,200,131.4,5.2e-38,1,No_Clan
g16479.t1,676,746,676,749,PF14310.12,Fn3-like,Family,1,67,71,48.0,1.3e-12,1,CL0159
g16480.t1,42,365,37,366,PF00933.27,Glyco_hydro_3,Domain,6,315,316,172.6,1.7e-50,1,CL0036
g16480.t1,403,629,403,629,PF01915.27,Glyco_hydro_3_C,Domain,1,200,200,136.7,1.2e-39,1,No_Clan
g16480.t1,667,738,667,741,PF14310.12,Fn3-like,Family,1,68,71,48.9,6.8e-13,1,CL0159
g16481.t1,7,185,2,185,PF01915.27,Glyco_hydro_3_C,Domain,47,200,200,97.8,1.1e-27,1,No_Clan
g16481.t1,223,294,223,297,PF14310.12,Fn3-like,Family,1,68,71,47.1,2.5e-12,1,CL0159
g16482.t1,245,350,244,350,PF10551.15,MULE,Domain,2,99,99,46.4,5.5e-12,1,CL0219
g16483.t1,49,370,43,371,PF00933.27,Glyco_hydro_3,Domain,8,315,316,168.6,3e-49,1,CL0036
g16484.t1,14,188,12,198,PF07690.21,MFS_1,Family,6,166,347,39.0,5.9e-10,1,CL0015
g16484.t1,295,479,295,484,PF07690.21,MFS_1,Family,1,186,347,56.0,3.8e-15,1,CL0015
g16486.t1,78,115,78,115,PF01753.24,zf-MYND,Domain,1,39,39,36.8,4e-09,1,CL0175
g16486.t1,228,345,228,360,PF09229.17,Aha1_N,Domain,1,123,136,68.6,7.8e-19,1,CL0648
g16487.t1,18,308,18,309,PF04227.17,Indigoidine_A,Family,1,290,291,397.2,5.6e-119,1,No_Clan
g16487.t1,342,535,341,548,PF00294.29,PfkB,Domain,3,200,302,58.4,9.4e-16,1,CL0118
g16487.t1,651,700,636,704,PF00294.29,PfkB,Domain,249,298,302,28.2,1.4e-06,1,CL0118
g16488.t1,461,605,315,611,PF09531.15,Ndc1_Nup,Family,463,601,607,46.6,2.7e-12,1,No_Clan
g16489.t1,231,351,231,353,PF00004.35,AAA,Domain,1,129,131,43.7,4.6e-11,1,CL0023
g16489.t1,483,626,483,627,PF00004.35,AAA,Domain,1,130,131,113.6,1.1e-32,1,CL0023
g16492.t1,10,177,10,179,PF00071.28,Ras,Domain,1,160,162,188.7,7e-56,1,CL0023
g16493.t1,82,148,81,150,PF03221.22,HTH_Tnp_Tc5,Domain,2,63,66,42.3,7.2e-11,1,CL0123
g16493.t1,225,394,224,394,PF03184.25,DDE_1,Family,2,177,177,85.9,3.2e-24,1,CL0219
g16496.t1,50,72,50,72,PF10584.14,Proteasome_A_N,Family,1,23,23,44.7,9.7e-12,1,CL0052
g16496.t1,73,258,73,259,PF00227.31,Proteasome,Domain,1,188,189,166.2,8.2e-49,1,CL0052
g16496.t2,8,30,8,30,PF10584.14,Proteasome_A_N,Family,1,23,23,45.0,8e-12,1,CL0052
g16496.t2,31,216,31,217,PF00227.31,Proteasome,Domain,1,188,189,166.8,5.2e-49,1,CL0052
g16499.t1,234,340,234,340,PF16656.11,Pur_ac_phosph_N,Domain,1,93,93,48.7,1.1e-12,1,CL0159
g16499.t1,355,574,354,574,PF00149.33,Metallophos,Domain,2,191,191,68.6,1.2e-18,1,CL0163
g16499.t1,594,651,594,657,PF14008.11,Metallophos_C,Domain,1,56,63,56.4,4.7e-15,1,No_Clan
g16500.t1,26,95,26,97,PF00240.29,ubiquitin,Domain,1,70,72,67.1,1.1e-18,1,CL0072
g16501.t1,94,243,94,254,PF22298.2,Tsr1_G-like,Domain,1,149,161,59.9,3.3e-16,1,CL0023
g16501.t1,255,325,254,327,PF08142.18,AARP2CN,Domain,2,71,73,78.1,3.7e-22,1,CL0866
g16501.t1,484,818,483,818,PF04950.18,RIBIOP_C,Family,2,291,291,315.2,5.7e-94,1,CL0866
g16502.t1,43,260,42,261,PF00270.35,DEAD,Domain,2,166,167,102.1,3.3e-29,1,CL0023
