Chromosome1	Start1	End1	Chromosome2	Start2	End2	OE_value	log2OE	Region1	Region2	Interaction_type	Compartment1	Compartment2	Compartment_interaction	TAD_or_Boundary1	TAD_or_Boundary2	TAD_Boundary_interaction
HiC_scaffold_1	6200000	6210000	HiC_scaffold_5	3760000	3770000	66.3314208984375	6.051620525348415	O	O	O-O	B	B	B-B	TAD_17	TAD_66	TAD_17-TAD_66
HiC_scaffold_1	6330000	6340000	HiC_scaffold_5	1330000	1340000	41.899993896484375	5.388878128656563	O	P	O-P	B	B	B-B	TAD_17	TAD_57	TAD_17-TAD_57
HiC_scaffold_1	6400000	6410000	HiC_scaffold_5	1350000	1360000	35.35768127441406	5.143951762049125	O	P	O-P	A	B	A-B	B00638	B02740	B00638-B02740
HiC_scaffold_1	6420000	6430000	HiC_scaffold_5	4000000	4010000	44.83955001831055	5.486699895117917	O	O	O-O	A	B	A-B	TAD_18	B03003	TAD_18-B03003
HiC_scaffold_1	6490000	6500000	HiC_scaffold_5	1350000	1360000	33.360897064208984	5.060086177815182	O	P	O-P	B	B	B-B	TAD_18	B02740	TAD_18-B02740
HiC_scaffold_1	6500000	6510000	HiC_scaffold_5	1340000	1350000	32.50217819213867	5.022464501080614	O	P	O-P	B	B	B-B	TAD_18	B02740	TAD_18-B02740
HiC_scaffold_1	6510000	6520000	HiC_scaffold_5	1340000	1350000	33.561397552490234	5.068730888140266	O	P	O-P	B	B	B-B	TAD_18	B02740	TAD_18-B02740
HiC_scaffold_1	6520000	6530000	HiC_scaffold_5	1350000	1360000	71.1793212890625	6.153386271376926	O	P	O-P	B	B	B-B	TAD_18	B02740	TAD_18-B02740
HiC_scaffold_1	6530000	6540000	HiC_scaffold_5	1330000	1340000	44.77169036865234	5.484514883542819	O	P	O-P	B	B	B-B	TAD_18	TAD_57	TAD_18-TAD_57
HiC_scaffold_1	6530000	6540000	HiC_scaffold_5	1340000	1350000	63.10638427734375	5.979714060465165	O	P	O-P	B	B	B-B	TAD_18	B02740	TAD_18-B02740
HiC_scaffold_1	6530000	6540000	HiC_scaffold_5	1350000	1360000	110.56640625	6.788769303208964	O	P	O-P	B	B	B-B	TAD_18	B02740	TAD_18-B02740
HiC_scaffold_1	6540000	6550000	HiC_scaffold_5	1320000	1330000	34.41340255737305	5.104898637644148	O	P	O-P	B	B	B-B	TAD_18	TAD_57	TAD_18-TAD_57
HiC_scaffold_1	6540000	6550000	HiC_scaffold_5	1340000	1350000	60.57746505737305	5.920709302837834	O	P	O-P	B	B	B-B	TAD_18	B02740	TAD_18-B02740
HiC_scaffold_1	6550000	6560000	HiC_scaffold_5	1330000	1340000	62.63134002685547	5.968812841296396	O	P	O-P	B	B	B-B	TAD_18	TAD_57	TAD_18-TAD_57
HiC_scaffold_1	6550000	6560000	HiC_scaffold_5	1350000	1360000	37.40512847900391	5.225164181149736	O	P	O-P	B	B	B-B	TAD_18	B02740	TAD_18-B02740
HiC_scaffold_1	6590000	6600000	HiC_scaffold_5	1330000	1340000	68.153076171875	6.0907068711805135	O	P	O-P	B	B	B-B	TAD_18	TAD_57	TAD_18-TAD_57
HiC_scaffold_1	6610000	6620000	HiC_scaffold_5	2990000	3000000	57.32101440429688	5.840992235944137	O	O	O-O	B	A	B-A	TAD_18	B02905	TAD_18-B02905
HiC_scaffold_1	6620000	6630000	HiC_scaffold_5	1320000	1330000	74.1578140258789	6.212526812684344	O	P	O-P	B	B	B-B	TAD_18	TAD_57	TAD_18-TAD_57
HiC_scaffold_1	6620000	6630000	HiC_scaffold_5	1340000	1350000	242.43865966796875	7.9214759614573245	O	P	O-P	B	B	B-B	TAD_18	B02740	TAD_18-B02740
HiC_scaffold_1	6630000	6640000	HiC_scaffold_5	1640000	1650000	112.05529022216795	6.808066951047158	O	O	O-O	B	B	B-B	TAD_18	TAD_58	TAD_18-TAD_58
HiC_scaffold_1	6630000	6640000	HiC_scaffold_5	3540000	3550000	41.0941047668457	5.360859539070242	O	O	O-O	B	B	B-B	TAD_18	TAD_65	TAD_18-TAD_65
HiC_scaffold_1	6640000	6650000	HiC_scaffold_5	2750000	2760000	120.45452117919922	6.912344734952569	O	O	O-O	B	A	B-A	TAD_18	TAD_62	TAD_18-TAD_62
HiC_scaffold_1	6640000	6650000	HiC_scaffold_5	4180000	4190000	137.03802490234375	7.098432453226027	O	O	O-O	B	B	B-B	TAD_18	NA	TAD_18-NA
HiC_scaffold_1	6650000	6660000	HiC_scaffold_5	1330000	1340000	202.36837768554688	7.660840060239359	O	P	O-P	B	B	B-B	TAD_18	TAD_57	TAD_18-TAD_57
HiC_scaffold_1	6650000	6660000	HiC_scaffold_5	1350000	1360000	112.2598648071289	6.810698416772267	O	P	O-P	B	B	B-B	TAD_18	B02740	TAD_18-B02740
HiC_scaffold_1	6650000	6660000	HiC_scaffold_5	2340000	2350000	114.21810913085938	6.835647596010142	O	O	O-O	B	B	B-B	TAD_18	B02837	TAD_18-B02837
HiC_scaffold_1	6650000	6660000	HiC_scaffold_5	3530000	3540000	33.546669006347656	5.068097617002826	O	O	O-O	B	A	B-A	TAD_18	TAD_65	TAD_18-TAD_65
HiC_scaffold_1	6670000	6680000	HiC_scaffold_5	1320000	1330000	52.77068710327149	5.7216648632209095	O	P	O-P	B	B	B-B	TAD_18	TAD_57	TAD_18-TAD_57
HiC_scaffold_1	6670000	6680000	HiC_scaffold_5	1340000	1350000	43.063995361328125	5.42841026995633	O	P	O-P	B	B	B-B	TAD_18	B02740	TAD_18-B02740
HiC_scaffold_1	6670000	6680000	HiC_scaffold_5	4110000	4120000	35.41878128051758	5.146442666355996	O	O	O-O	B	B	B-B	TAD_18	NA	TAD_18-NA
HiC_scaffold_1	6680000	6690000	HiC_scaffold_5	1330000	1340000	47.4598274230957	5.568634949395273	O	P	O-P	B	B	B-B	TAD_18	TAD_57	TAD_18-TAD_57
HiC_scaffold_1	6760000	6770000	HiC_scaffold_5	1350000	1360000	36.069522857666016	5.172708433581683	O	P	O-P	B	B	B-B	TAD_18	B02740	TAD_18-B02740
HiC_scaffold_1	6810000	6820000	HiC_scaffold_5	1330000	1340000	51.36448287963867	5.682699215299102	O	P	O-P	B	B	B-B	TAD_18	TAD_57	TAD_18-TAD_57
HiC_scaffold_1	6820000	6830000	HiC_scaffold_5	4560000	4570000	34.259525299072266	5.098433256425475	O	T	O-T	B	B	B-B	TAD_18	NA	TAD_18-NA
HiC_scaffold_1	6980000	6990000	HiC_scaffold_5	2130000	2140000	49.09724807739258	5.6175702579942985	O	O	O-O	B	A	B-A	TAD_18	TAD_59	TAD_18-TAD_59
HiC_scaffold_1	7000000	7010000	HiC_scaffold_5	4570000	4580000	43.85821533203125	5.454775202293018	O	T	O-T	B	B	B-B	TAD_18	NA	TAD_18-NA
HiC_scaffold_1	7020000	7030000	HiC_scaffold_5	4350000	4360000	34.542232513427734	5.1102894241921	O	O	O-O	B	B	B-B	TAD_18	NA	TAD_18-NA
HiC_scaffold_1	7020000	7030000	HiC_scaffold_5	4430000	4440000	39.30912780761719	5.296792448433521	O	O	O-O	B	B	B-B	TAD_18	NA	TAD_18-NA
HiC_scaffold_1	7070000	7080000	HiC_scaffold_5	950000	960000	71.0751724243164	6.151273788690333	O	C	O-C	B	B	B-B	TAD_18	TAD_56	TAD_18-TAD_56
HiC_scaffold_1	7070000	7080000	HiC_scaffold_5	1230000	1240000	51.64290237426758	5.690498178477803	O	C	O-C	B	B	B-B	TAD_18	TAD_57	TAD_18-TAD_57
HiC_scaffold_1	7070000	7080000	HiC_scaffold_5	1340000	1350000	65.68234252929688	6.03743367594848	O	P	O-P	B	B	B-B	TAD_18	B02740	TAD_18-B02740
HiC_scaffold_1	7070000	7080000	HiC_scaffold_5	4220000	4230000	32.336463928222656	5.015090020076904	O	O	O-O	B	B	B-B	TAD_18	NA	TAD_18-NA
HiC_scaffold_1	7070000	7080000	HiC_scaffold_5	4240000	4250000	35.7553596496582	5.160087609797228	O	O	O-O	B	B	B-B	TAD_18	NA	TAD_18-NA
HiC_scaffold_1	7090000	7100000	HiC_scaffold_5	4500000	4510000	45.5313835144043	5.508789392571836	O	O	O-O	B	B	B-B	TAD_18	NA	TAD_18-NA
HiC_scaffold_1	7260000	7270000	HiC_scaffold_5	4060000	4070000	43.36889266967773	5.43858870247945	O	O	O-O	B	B	B-B	TAD_18	NA	TAD_18-NA
HiC_scaffold_1	7600000	7610000	HiC_scaffold_5	1360000	1370000	37.04247283935547	5.211108506498284	O	P	O-P	A	B	A-B	TAD_19	B02740	TAD_19-B02740
HiC_scaffold_1	7640000	7650000	HiC_scaffold_5	2370000	2380000	43.73728561401367	5.450791782746718	O	O	O-O	A	B	A-B	TAD_19	TAD_61	TAD_19-TAD_61
HiC_scaffold_1	7640000	7650000	HiC_scaffold_5	4060000	4070000	33.494136810302734	5.065836667024398	O	O	O-O	A	B	A-B	TAD_19	NA	TAD_19-NA
HiC_scaffold_1	7680000	7690000	HiC_scaffold_5	1330000	1340000	58.7192497253418	5.875761629409703	O	P	O-P	B	B	B-B	TAD_19	TAD_57	TAD_19-TAD_57
HiC_scaffold_1	8030000	8040000	HiC_scaffold_5	3670000	3680000	32.48799133300781	5.021834642386952	O	O	O-O	A	B	A-B	TAD_20	B02971	TAD_20-B02971
HiC_scaffold_1	8080000	8090000	HiC_scaffold_5	1610000	1620000	41.87360000610352	5.387969051362673	O	O	O-O	A	B	A-B	TAD_20	TAD_58	TAD_20-TAD_58
HiC_scaffold_1	8100000	8110000	HiC_scaffold_5	4200000	4210000	37.24192810058594	5.218855861370157	O	O	O-O	A	B	A-B	TAD_20	NA	TAD_20-NA
HiC_scaffold_1	8200000	8210000	HiC_scaffold_5	980000	990000	32.202415466308594	5.009097002188958	O	C	O-C	A	B	A-B	TAD_20	TAD_56	TAD_20-TAD_56
HiC_scaffold_1	8200000	8210000	HiC_scaffold_5	4560000	4570000	37.756961822509766	5.238670775372522	O	T	O-T	A	B	A-B	TAD_20	NA	TAD_20-NA
HiC_scaffold_1	8550000	8560000	HiC_scaffold_5	1120000	1130000	45.57666397094727	5.510223423862932	O	C	O-C	B	B	B-B	TAD_20	TAD_57	TAD_20-TAD_57
HiC_scaffold_1	8550000	8560000	HiC_scaffold_5	2870000	2880000	72.92823791503906	6.188405631139617	O	O	O-O	B	A	B-A	TAD_20	B02890	TAD_20-B02890
HiC_scaffold_1	8550000	8560000	HiC_scaffold_5	3760000	3770000	73.2759780883789	6.195268415036382	O	O	O-O	B	B	B-B	TAD_20	TAD_66	TAD_20-TAD_66
HiC_scaffold_1	8550000	8560000	HiC_scaffold_5	3870000	3880000	51.47136306762695	5.685698083471585	O	O	O-O	B	B	B-B	TAD_20	TAD_66	TAD_20-TAD_66
HiC_scaffold_1	8560000	8570000	HiC_scaffold_5	3390000	3400000	39.05758285522461	5.287530763244579	O	O	O-O	B	A	B-A	TAD_20	TAD_65	TAD_20-TAD_65
HiC_scaffold_1	8570000	8580000	HiC_scaffold_5	3470000	3480000	795.7506713867188	9.636172658859774	O	O	O-O	B	A	B-A	TAD_20	TAD_65	TAD_20-TAD_65
HiC_scaffold_1	8570000	8580000	HiC_scaffold_5	3500000	3510000	591.3433837890625	9.207852313793133	O	O	O-O	B	A	B-A	TAD_20	TAD_65	TAD_20-TAD_65
HiC_scaffold_1	9070000	9080000	HiC_scaffold_5	3920000	3930000	76.80696868896484	6.263165307356085	O	O	O-O	A	A	A-A	TAD_23	TAD_66	TAD_23-TAD_66
HiC_scaffold_1	9120000	9130000	HiC_scaffold_5	1220000	1230000	170.87283325195312	7.41677923366908	O	C	O-C	B	B	B-B	TAD_23	TAD_57	TAD_23-TAD_57
HiC_scaffold_1	9180000	9190000	HiC_scaffold_5	2180000	2190000	32.4937744140625	5.0220914289573	O	O	O-O	B	A	B-A	TAD_23	TAD_60	TAD_23-TAD_60
HiC_scaffold_1	9230000	9240000	HiC_scaffold_5	1980000	1990000	40.373294830322266	5.335329423627988	O	O	O-O	B	A	B-A	TAD_23	TAD_59	TAD_23-TAD_59
HiC_scaffold_1	9470000	9480000	HiC_scaffold_5	4570000	4580000	89.95948791503906	6.491203543636081	O	T	O-T	B	B	B-B	NA	NA	NA-NA
HiC_scaffold_1	9560000	9570000	HiC_scaffold_5	1350000	1360000	46.73347473144531	5.54638440346729	O	P	O-P	B	B	B-B	NA	B02740	NA-B02740
HiC_scaffold_1	9590000	9600000	HiC_scaffold_5	4470000	4480000	37.100074768066406	5.213350189210797	O	O	O-O	B	B	B-B	NA	NA	NA-NA
HiC_scaffold_1	9600000	9610000	HiC_scaffold_5	2170000	2180000	37.662723541259766	5.235065425625384	O	O	O-O	B	A	B-A	NA	B02820	NA-B02820
HiC_scaffold_1	9680000	9690000	HiC_scaffold_5	4030000	4040000	38.62926483154297	5.271622316232001	O	O	O-O	B	B	B-B	NA	NA	NA-NA
HiC_scaffold_1	9710000	9720000	HiC_scaffold_5	1970000	1980000	40.53572082519531	5.341121892865457	O	O	O-O	B	A	B-A	NA	TAD_59	NA-TAD_59
HiC_scaffold_1	9710000	9720000	HiC_scaffold_5	4520000	4530000	43.19971466064453	5.432949878131833	O	T	O-T	B	B	B-B	NA	NA	NA-NA
HiC_scaffold_1	9710000	9720000	HiC_scaffold_5	4550000	4560000	40.6165771484375	5.343996760443564	O	T	O-T	B	B	B-B	NA	NA	NA-NA
HiC_scaffold_1	9720000	9730000	HiC_scaffold_5	4060000	4070000	32.61705780029297	5.027554745472846	O	O	O-O	B	B	B-B	NA	NA	NA-NA
HiC_scaffold_1	9730000	9740000	HiC_scaffold_5	330000	340000	33.48087310791016	5.065265245596044	O	O	O-O	B	A	B-A	NA	NA	NA-NA
HiC_scaffold_1	9730000	9740000	HiC_scaffold_5	340000	350000	36.36015701293945	5.184286524378129	O	O	O-O	B	A	B-A	NA	NA	NA-NA
HiC_scaffold_1	9730000	9740000	HiC_scaffold_5	1270000	1280000	33.72974395751953	5.075949461787165	O	P	O-P	B	B	B-B	NA	TAD_57	NA-TAD_57
HiC_scaffold_1	9730000	9740000	HiC_scaffold_5	1330000	1340000	219.40408325195312	7.777446565253873	O	P	O-P	B	B	B-B	NA	TAD_57	NA-TAD_57
HiC_scaffold_1	9730000	9740000	HiC_scaffold_5	1420000	1430000	98.39207458496094	6.620470207022404	O	P	O-P	B	B	B-B	NA	TAD_58	NA-TAD_58
HiC_scaffold_1	9730000	9740000	HiC_scaffold_5	3060000	3070000	44.54795455932617	5.47728728612137	O	O	O-O	B	A	B-A	NA	TAD_64	NA-TAD_64
HiC_scaffold_1	9730000	9740000	HiC_scaffold_5	4500000	4510000	140.90570068359375	7.138586170347613	O	O	O-O	B	B	B-B	NA	NA	NA-NA
HiC_scaffold_1	10000	20000	HiC_scaffold_6	150000	160000	48.837059020996094	5.609904418399062	T	O	T-O	B	B	B-B	NA	NA	NA-NA
HiC_scaffold_1	30000	40000	HiC_scaffold_6	150000	160000	80.14814758300781	6.324597271490621	T	O	T-O	B	B	B-B	NA	NA	NA-NA
HiC_scaffold_1	100000	110000	HiC_scaffold_6	1760000	1770000	484.0265502929688	8.918942375550293	O	O	O-O	A	A	A-A	NA	TAD_72	NA-TAD_72
HiC_scaffold_1	100000	110000	HiC_scaffold_6	3690000	3700000	41.09316253662109	5.36082645971581	O	O	O-O	A	B	A-B	NA	TAD_74	NA-TAD_74
HiC_scaffold_1	130000	140000	HiC_scaffold_6	720000	730000	40.728816986083984	5.347978005150698	O	O	O-O	A	B	A-B	NA	TAD_67	NA-TAD_67
HiC_scaffold_1	200000	210000	HiC_scaffold_6	1390000	1400000	44.41108322143555	5.472847855094317	O	O	O-O	A	B	A-B	TAD_1	B03201	TAD_1-B03201
HiC_scaffold_1	230000	240000	HiC_scaffold_6	140000	150000	60.25994110107422	5.913127357709721	O	O	O-O	A	B	A-B	TAD_1	NA	TAD_1-NA
HiC_scaffold_1	280000	290000	HiC_scaffold_6	4040000	4050000	129.31552124023438	7.014751636403351	O	O	O-O	B	B	B-B	B00030	TAD_74	B00030-TAD_74
HiC_scaffold_1	350000	360000	HiC_scaffold_6	2940000	2950000	61.64398193359375	5.945888151585988	O	P	O-P	A	A	A-A	TAD_2	TAD_74	TAD_2-TAD_74
HiC_scaffold_1	360000	370000	HiC_scaffold_6	1280000	1290000	38.67249298095703	5.273235864100826	O	O	O-O	A	B	A-B	TAD_2	B03191	TAD_2-B03191
HiC_scaffold_1	520000	530000	HiC_scaffold_6	150000	160000	38.98106384277344	5.284701559001636	O	O	O-O	A	B	A-B	B00051	NA	B00051-NA
HiC_scaffold_1	530000	540000	HiC_scaffold_6	1940000	1950000	56.19368362426758	5.812336070243325	O	O	O-O	B	A	B-A	TAD_3	TAD_72	TAD_3-TAD_72
HiC_scaffold_1	560000	570000	HiC_scaffold_6	180000	190000	124.50719451904295	6.9600852991126985	O	O	O-O	B	B	B-B	TAD_3	NA	TAD_3-NA
HiC_scaffold_1	620000	630000	HiC_scaffold_6	900000	910000	43.547401428222656	5.444514727409128	O	O	O-O	A	B	A-B	B00064	TAD_67	B00064-TAD_67
HiC_scaffold_1	730000	740000	HiC_scaffold_6	600000	610000	69.96138000488281	6.128486841930876	O	O	O-O	B	A	B-A	TAD_4	B03122	TAD_4-B03122
HiC_scaffold_1	730000	740000	HiC_scaffold_6	2800000	2810000	35.81019973754883	5.162298660447993	O	C	O-C	B	A	B-A	TAD_4	TAD_74	TAD_4-TAD_74
HiC_scaffold_1	730000	740000	HiC_scaffold_6	4270000	4280000	40.923038482666016	5.354841362187896	O	O	O-O	B	B	B-B	TAD_4	NA	TAD_4-NA
HiC_scaffold_1	750000	760000	HiC_scaffold_6	90000	100000	127.26880645751952	6.991735048262418	O	O	O-O	B	A	B-A	TAD_4	NA	TAD_4-NA
HiC_scaffold_1	760000	770000	HiC_scaffold_6	680000	690000	44.18675994873047	5.465542242382529	O	O	O-O	B	A	B-A	TAD_4	TAD_67	TAD_4-TAD_67
HiC_scaffold_1	760000	770000	HiC_scaffold_6	3560000	3570000	98.77379608154295	6.626056451703847	O	O	O-O	B	B	B-B	TAD_4	TAD_74	TAD_4-TAD_74
HiC_scaffold_1	770000	780000	HiC_scaffold_6	2340000	2350000	42.39795684814453	5.405922838070369	O	O	O-O	B	B	B-B	TAD_4	TAD_72	TAD_4-TAD_72
HiC_scaffold_1	1120000	1130000	HiC_scaffold_6	1390000	1400000	39.50398254394531	5.303926198981477	O	O	O-O	A	B	A-B	TAD_5	B03201	TAD_5-B03201
HiC_scaffold_1	1140000	1150000	HiC_scaffold_6	1120000	1130000	109.50993347167967	6.774917930106577	O	O	O-O	B	B	B-B	TAD_5	TAD_68	TAD_5-TAD_68
HiC_scaffold_1	1140000	1150000	HiC_scaffold_6	1210000	1220000	70.5301742553711	6.140168698998278	O	O	O-O	B	B	B-B	TAD_5	TAD_68	TAD_5-TAD_68
HiC_scaffold_1	1140000	1150000	HiC_scaffold_6	2460000	2470000	111.70245361328124	6.803517065630292	O	P	O-P	B	A	B-A	TAD_5	TAD_72	TAD_5-TAD_72
HiC_scaffold_1	1140000	1150000	HiC_scaffold_6	2590000	2600000	90.68502044677734	6.502792357747872	O	P	O-P	B	A	B-A	TAD_5	TAD_73	TAD_5-TAD_73
HiC_scaffold_1	1150000	1160000	HiC_scaffold_6	190000	200000	70.10600280761719	6.131466074786679	O	O	O-O	B	B	B-B	TAD_5	NA	TAD_5-NA
HiC_scaffold_1	1150000	1160000	HiC_scaffold_6	890000	900000	50.30359649658203	5.652589645262017	O	O	O-O	B	A	B-A	TAD_5	TAD_67	TAD_5-TAD_67
HiC_scaffold_1	1470000	1480000	HiC_scaffold_6	1150000	1160000	34.051849365234375	5.089661248413969	O	O	O-O	A	B	A-B	TAD_5	TAD_68	TAD_5-TAD_68
HiC_scaffold_1	1690000	1700000	HiC_scaffold_6	310000	320000	33.5153923034668	5.066751915825979	O	O	O-O	B	B	B-B	TAD_6	NA	TAD_6-NA
HiC_scaffold_1	1690000	1700000	HiC_scaffold_6	3000000	3010000	76.74609375	6.262021416433104	O	P	O-P	B	A	B-A	TAD_6	TAD_74	TAD_6-TAD_74
HiC_scaffold_1	1710000	1720000	HiC_scaffold_6	70000	80000	32.084510803222656	5.003805081317177	O	O	O-O	B	A	B-A	TAD_6	NA	TAD_6-NA
HiC_scaffold_1	1710000	1720000	HiC_scaffold_6	960000	970000	39.38218688964844	5.299471321090016	O	O	O-O	B	B	B-B	TAD_6	TAD_67	TAD_6-TAD_67
HiC_scaffold_1	1720000	1730000	HiC_scaffold_6	100000	110000	37.0581283569336	5.211718113911555	O	O	O-O	B	B	B-B	TAD_6	NA	TAD_6-NA
HiC_scaffold_1	1720000	1730000	HiC_scaffold_6	670000	680000	42.80908966064453	5.419845251701388	O	O	O-O	B	A	B-A	TAD_6	TAD_67	TAD_6-TAD_67
HiC_scaffold_1	1780000	1790000	HiC_scaffold_6	1760000	1770000	254.9158172607422	7.993877083635647	O	O	O-O	A	A	A-A	TAD_6	TAD_72	TAD_6-TAD_72
HiC_scaffold_1	1840000	1850000	HiC_scaffold_6	850000	860000	78.11225128173828	6.287476936177222	O	O	O-O	A	A	A-A	B00183	TAD_67	B00183-TAD_67
HiC_scaffold_1	1920000	1930000	HiC_scaffold_6	170000	180000	84.13710021972656	6.394670191450075	O	O	O-O	B	B	B-B	TAD_7	NA	TAD_7-NA
HiC_scaffold_1	1940000	1950000	HiC_scaffold_6	910000	920000	51.79332733154297	5.694694338633605	O	O	O-O	B	A	B-A	TAD_7	TAD_67	TAD_7-TAD_67
HiC_scaffold_1	1960000	1970000	HiC_scaffold_6	3000000	3010000	67.21566772460938	6.070725653992082	O	P	O-P	B	A	B-A	TAD_7	TAD_74	TAD_7-TAD_74
HiC_scaffold_1	1980000	1990000	HiC_scaffold_6	1770000	1780000	46.20086669921875	5.529848010834681	O	O	O-O	B	B	B-B	TAD_7	TAD_72	TAD_7-TAD_72
HiC_scaffold_1	1990000	2000000	HiC_scaffold_6	3700000	3710000	45.8614616394043	5.519210430318866	O	O	O-O	A	B	A-B	TAD_7	TAD_74	TAD_7-TAD_74
HiC_scaffold_1	2160000	2170000	HiC_scaffold_6	720000	730000	32.89872360229492	5.039959706557271	O	O	O-O	A	B	A-B	B00218	TAD_67	B00218-TAD_67
HiC_scaffold_1	2210000	2220000	HiC_scaffold_6	850000	860000	35.684810638427734	5.157238211725606	O	O	O-O	A	A	A-A	TAD_8	TAD_67	TAD_8-TAD_67
HiC_scaffold_1	2280000	2290000	HiC_scaffold_6	720000	730000	61.84231185913086	5.95052234761326	O	O	O-O	A	B	A-B	TAD_8	TAD_67	TAD_8-TAD_67
HiC_scaffold_1	2430000	2440000	HiC_scaffold_6	720000	730000	56.43739700317383	5.818579544601196	O	O	O-O	A	B	A-B	TAD_9	TAD_67	TAD_9-TAD_67
HiC_scaffold_1	2490000	2500000	HiC_scaffold_6	3950000	3960000	50.54581451416016	5.659519728466408	O	O	O-O	A	B	A-B	TAD_9	TAD_74	TAD_9-TAD_74
HiC_scaffold_1	2570000	2580000	HiC_scaffold_6	460000	470000	43.52617263793945	5.443811260911952	P	O	P-O	A	A	A-A	TAD_9	NA	TAD_9-NA
HiC_scaffold_1	2640000	2650000	HiC_scaffold_6	720000	730000	53.82555770874024	5.75021945771397	P	O	P-O	A	B	A-B	TAD_9	TAD_67	TAD_9-TAD_67
HiC_scaffold_1	2760000	2770000	HiC_scaffold_6	150000	160000	42.83241653442383	5.4206311688915045	P	O	P-O	B	B	B-B	TAD_10	NA	TAD_10-NA
HiC_scaffold_1	2780000	2790000	HiC_scaffold_6	4010000	4020000	42.52943801879883	5.410389886299459	C	O	C-O	B	B	B-B	TAD_10	TAD_74	TAD_10-TAD_74
HiC_scaffold_1	2830000	2840000	HiC_scaffold_6	720000	730000	34.39760971069336	5.104236410444304	C	O	C-O	A	B	A-B	B00283	TAD_67	B00283-TAD_67
HiC_scaffold_1	2860000	2870000	HiC_scaffold_6	1760000	1770000	235.7425842285156	7.881068578426876	C	O	C-O	A	A	A-A	TAD_11	TAD_72	TAD_11-TAD_72
HiC_scaffold_1	2920000	2930000	HiC_scaffold_6	4140000	4150000	40.90031433105469	5.354040025636568	C	O	C-O	A	B	A-B	TAD_11	TAD_74	TAD_11-TAD_74
HiC_scaffold_1	2950000	2960000	HiC_scaffold_6	2300000	2310000	41.78441619873047	5.384893073920156	C	O	C-O	A	B	A-B	TAD_11	TAD_72	TAD_11-TAD_72
HiC_scaffold_1	2990000	3000000	HiC_scaffold_6	3950000	3960000	42.22591018676758	5.400056615789298	C	O	C-O	A	B	A-B	TAD_11	TAD_74	TAD_11-TAD_74
HiC_scaffold_1	3300000	3310000	HiC_scaffold_6	3960000	3970000	114.15324401855467	6.834828048575014	C	O	C-O	A	B	A-B	TAD_11	TAD_74	TAD_11-TAD_74
HiC_scaffold_1	3330000	3340000	HiC_scaffold_6	2300000	2310000	84.65943145751953	6.40359889495202	C	O	C-O	A	B	A-B	TAD_11	TAD_72	TAD_11-TAD_72
HiC_scaffold_1	3370000	3380000	HiC_scaffold_6	1570000	1580000	44.86031723022461	5.487367917381402	C	O	C-O	A	B	A-B	TAD_11	TAD_70	TAD_11-TAD_70
HiC_scaffold_1	3370000	3380000	HiC_scaffold_6	3380000	3390000	35.9070930480957	5.166196955496348	C	O	C-O	A	B	A-B	TAD_11	TAD_74	TAD_11-TAD_74
HiC_scaffold_1	3440000	3450000	HiC_scaffold_6	2300000	2310000	53.19847106933594	5.733312877975034	C	O	C-O	A	B	A-B	TAD_11	TAD_72	TAD_11-TAD_72
HiC_scaffold_1	3510000	3520000	HiC_scaffold_6	2300000	2310000	45.0784912109375	5.494367323819733	C	O	C-O	A	B	A-B	TAD_11	TAD_72	TAD_11-TAD_72
HiC_scaffold_1	3560000	3570000	HiC_scaffold_6	2300000	2310000	55.089630126953125	5.783708871535114	C	O	C-O	B	B	B-B	TAD_11	TAD_72	TAD_11-TAD_72
HiC_scaffold_1	3570000	3580000	HiC_scaffold_6	2870000	2880000	35.886070251464844	5.165352042584925	C	P	C-P	B	A	B-A	TAD_11	TAD_74	TAD_11-TAD_74
HiC_scaffold_1	3570000	3580000	HiC_scaffold_6	3950000	3960000	38.12820816040039	5.252786827922371	C	O	C-O	B	B	B-B	TAD_11	TAD_74	TAD_11-TAD_74
HiC_scaffold_1	3610000	3620000	HiC_scaffold_6	910000	920000	33.219608306884766	5.053963157439717	C	O	C-O	B	A	B-A	TAD_11	TAD_67	TAD_11-TAD_67
HiC_scaffold_1	3670000	3680000	HiC_scaffold_6	110000	120000	176.34317016601562	7.462241890526533	C	O	C-O	B	A	B-A	TAD_12	NA	TAD_12-NA
HiC_scaffold_1	3670000	3680000	HiC_scaffold_6	420000	430000	582.2127075195312	9.185402518200256	C	O	C-O	B	B	B-B	TAD_12	NA	TAD_12-NA
HiC_scaffold_1	3670000	3680000	HiC_scaffold_6	620000	630000	175.45516967773438	7.454958646255486	C	O	C-O	B	A	B-A	TAD_12	B03122	TAD_12-B03122
HiC_scaffold_1	3670000	3680000	HiC_scaffold_6	1080000	1090000	138.58299255371094	7.114606404941273	C	O	C-O	B	B	B-B	TAD_12	TAD_68	TAD_12-TAD_68
HiC_scaffold_1	3670000	3680000	HiC_scaffold_6	3500000	3510000	151.36160278320312	7.2418554604881376	C	O	C-O	B	B	B-B	TAD_12	TAD_74	TAD_12-TAD_74
HiC_scaffold_1	3670000	3680000	HiC_scaffold_6	3810000	3820000	115.474609375	6.851431855652486	C	O	C-O	B	B	B-B	TAD_12	TAD_74	TAD_12-TAD_74
HiC_scaffold_1	3670000	3680000	HiC_scaffold_6	4160000	4170000	326.9200744628906	8.352794158005203	C	O	C-O	B	B	B-B	TAD_12	B03478	TAD_12-B03478
