,chr,start,end,TPM_trimed_0h,TPM_trimed_16h,TPM_trimed_48h,TPM_control_96h,TPM_Early,TPM_Late,compartment
g4815,HiC_scaffold_10,1950559,1951246,14.752654754414564,26.891505452825264,81.06004385014123,81.72930619052984,78.77443779672586,94.10630155080004,A
g4816,HiC_scaffold_10,1952475,1955616,80.18611457703943,322.22950043932053,146.27361167856657,200.5625008212656,221.50772534408608,146.21988613696234,A
g4817,HiC_scaffold_10,1956445,1958366,7.797487888637633,15.28962856215239,11.447129494058125,77.09397284652789,42.93404297270092,61.31758467271547,A
g4818,HiC_scaffold_10,1960610,1962332,59.69296552593814,23.19114296623212,76.3075559037307,23.748186194424857,24.70115423376873,43.374261013593184,A
g4819,HiC_scaffold_10,1962583,1965057,7.85325130968592,3.654871167396756,5.483483111052392,9.180117341921758,7.159300232137671,14.550798554424407,A
g4820,HiC_scaffold_10,1965589,1966078,1.6215475104314745,1.8755713873561024,2.397038164626696,5.51146073885149,3.8819867392622194,4.343473873772506,A
g4821,HiC_scaffold_10,1966129,1968411,1.514707202167161,7.64509650625942,4.378026519262994,15.581182422038388,12.86110129057811,14.841351314582871,A
g4822,HiC_scaffold_10,1968652,1969651,3.6174262324543207,1.2082298420753048,2.736152200195183,1.0090661546657236,0.6679702022757004,0.584029415219771,A
g4823,HiC_scaffold_10,1970068,1970281,2.6999741225039102,0.9563318283067156,4.49017669711002,0.0,0.0,0.0,A
g4824,HiC_scaffold_10,1970450,1971129,3.731347832327167,1.5400834567124608,2.847171219765598,29.620228923807858,20.431117729122853,32.99140020609208,A
g4825,HiC_scaffold_10,1971579,1971999,0.1811869632575574,0.0,0.0,0.0,0.0,0.1265552838917718,A
g4829,HiC_scaffold_10,1982503,1983948,238.258305439511,149.557845876503,130.6823622364745,32.14272193298418,63.39433945858241,31.637560265894507,A
g4830,HiC_scaffold_10,1984207,1986679,12.099701784370463,4.038593498887298,2.991052370160258,9.35766939861156,6.715999893109501,8.960261823074259,A
g4849,HiC_scaffold_10,2029392,2031037,0.0737128277471447,0.0750689950534305,0.0681010183137689,0.3363682455561208,1.0316429188031069,1.006102624813604,A
g4850,HiC_scaffold_10,2031249,2033337,0.072891307057638,0.0189829642663847,0.0,0.3812927936668534,0.643259847966544,0.4067104798741723,A
g4851,HiC_scaffold_10,2033938,2036912,49.96184345350756,19.809363911635224,72.67929237064823,104.25705432691512,119.90493642631304,211.7799562905427,A
g4852,HiC_scaffold_10,2037169,2039640,7.271754673311728,3.444791871063217,4.570857474496373,9.209370914317484,6.7559659654995725,12.594288925446724,A
g4853,HiC_scaffold_10,2040172,2040670,0.6858880517879082,2.261786386214334,2.4932923515576,12.003604411459978,6.252001999203666,10.014261876970668,A
g4854,HiC_scaffold_10,2040712,2042994,1.7306463643764791,9.36781054524056,5.614081191206596,31.03222058892861,25.49869975180785,28.36731562558805,A
g4855,HiC_scaffold_10,2043439,2044552,1.5026283189281404,0.6128428556442076,0.6403672614708972,1.366249003024692,1.349276837860245,1.335795243798691,A
g4856,HiC_scaffold_10,2045361,2046966,0.0242494536140139,0.0,0.0,7.938468918035181,6.148625865113946,7.937328508058887,A
g4858,HiC_scaffold_10,2051678,2056955,0.0070453195978172,0.0,0.0,0.0,0.0,0.0,B
g4860,HiC_scaffold_10,2060509,2061228,91.64719579463198,26.829373027512787,20.223684011781124,12.282917111605729,8.585322808414924,13.447647875459696,A
g4861,HiC_scaffold_10,2061690,2062911,2.111907229855747,1.1508630296267697,0.9312011251063232,1.995565005096528,1.169338372687025,0.5218825699646295,A
g4862,HiC_scaffold_10,2063955,2065392,275.05381680314986,164.96410227050018,139.92432370344423,36.845503308735765,76.00406788574769,39.974447440888525,A
g4863,HiC_scaffold_10,2065655,2068986,12.195733724604224,4.331718180997971,3.977624594864574,10.996389798697209,8.33692849663983,10.738806084690337,A
g4864,HiC_scaffold_10,2069952,2070906,0.4432887200806965,0.0,0.0,0.0538934139212017,0.0288277658612473,0.2782558592545725,A
g4865,HiC_scaffold_10,2071222,2072590,6.011190127986654,1.1461161374951288,0.5992679284386565,3.974619431625311,14.80257911217615,6.788920367824467,A
g4866,HiC_scaffold_10,2073385,2074654,9.286696594854316,8.075901894087188,43.53905705338419,20.212419493072165,35.86648694239382,4.014940020031343,A
g4867,HiC_scaffold_10,2076399,2077755,2.680468631722415,0.4989510072593873,11.92946837409691,8.096486168406997,11.008904643775434,11.980807295497888,A
g4868,HiC_scaffold_10,2078036,2079392,76.26789936985614,83.25433120563795,89.91435697751734,37.536365945983846,69.71758171625875,36.86901249276934,A
g4869,HiC_scaffold_10,2079508,2084491,16.487553099790976,12.164523295126148,15.20315893398902,20.11442480571798,20.59602211168804,29.14404447478892,A
g4872,HiC_scaffold_10,2088931,2089717,62.900482154791966,4.758236800081835,3.812148723398456,0.0,0.0,0.202874882574596,A
g4873,HiC_scaffold_10,2091242,2092028,66.53743091365611,3.8921872260233936,4.135441484790059,0.0,0.0,0.0,A
g4874,HiC_scaffold_10,2093857,2094601,84.84828577909582,6.063165341165628,3.79001505904702,0.0,0.0,0.0,A
g4875,HiC_scaffold_10,2096403,2097147,71.03999899198584,4.378281326069145,3.303482635037868,0.0,0.0,0.0,A
g4876,HiC_scaffold_10,2099021,2099858,39.39753950796522,3.565261290614301,2.8438000748800225,0.0,0.0,0.0,A
g4877,HiC_scaffold_10,2101571,2102357,100.5196894085757,3.848777687982761,4.660932994750876,0.0,0.0,0.2024804723406791,A
g4878,HiC_scaffold_10,2104156,2104972,27.51259806706109,1.5712709211316749,1.662686083802724,0.0,0.0,0.0,A
g4879,HiC_scaffold_10,2106560,2107346,104.01022156371846,4.916539370887062,7.607966679936121,0.0,0.0,0.0,A
g4880,HiC_scaffold_10,2107584,2108368,1.860155620927641,8.649110911086568,15.768318361260285,42.38236794261461,38.01563250874008,43.90883446983431,A
g4881,HiC_scaffold_10,2108437,2109321,3.62373926515115,0.0984761805842381,0.086828359483887,1.436225665992243,0.5539441963685663,2.266962876535705,A
g4882,HiC_scaffold_10,2109478,2110825,994.3610633052676,0.4215201968182024,1.662618795235277,6.8850343963446825,3.0310980224429214,3.302343697768036,A
g4883,HiC_scaffold_10,2111082,2114025,9.427327766005916,4.3348062680601895,4.637481149073464,9.081949010539288,6.84791943012546,6.358712970592789,A
g4884,HiC_scaffold_10,2114816,2118497,28.20963702291624,18.685045934102995,40.9840273765505,20.08996517867022,17.97944900742563,19.538926918740792,A
g4885,HiC_scaffold_10,2119354,2119891,23.46333722917877,0.7458132090285261,3.1886666228483063,5.576008886681096,3.802963747603065,5.241416327523224,A
g4886,HiC_scaffold_10,2120031,2121879,46.16215439179312,9.046563395514632,22.510882613107427,6.907125299726573,7.482582262176521,12.15247359032903,A
g4887,HiC_scaffold_10,2122035,2130448,2.0931492034391788,4.915064466330684,14.81758628913678,9.491283304854075,7.382503884598334,10.022629544798194,A
g4888,HiC_scaffold_10,2131696,2132119,89.83712495732907,0.0,5.464668990599018,0.0,0.0,0.0,A
g4900,HiC_scaffold_10,2185211,2185658,0.0,0.0917574105375386,0.0,0.4113264014876821,52.46064116023789,64.13565476024473,A
g4901,HiC_scaffold_10,2187845,2189049,0.9101860145249064,0.1635804272980829,0.3115845432520694,0.2528364863426291,0.1895469656012846,0.2476916138615162,A
g4902,HiC_scaffold_10,2189173,2192493,4.549394798525476,5.881242670518527,4.66520919122543,10.876259574907396,8.721157271040948,12.282086860110471,A
g4903,HiC_scaffold_10,2192515,2193845,7.105491846663899,20.667757096162788,11.655129208034529,41.469954111857234,27.074393741158072,31.20004712128173,A
g4904,HiC_scaffold_10,2193996,2196282,11.4615629180696,46.53857253691463,16.892650111629013,38.4692871422973,26.885854470177325,25.752151583615408,A
g4905,HiC_scaffold_10,2196454,2197301,25.15403154416057,41.254575811086056,37.21354426510553,71.38274590269793,68.14519976413871,62.45427916895129,A
g4916,HiC_scaffold_10,2227194,2228142,0.156869837627349,3.3913993786530545,4.018701931771074,0.4618188311850688,0.7106474745557971,0.8403779278802164,A
g4917,HiC_scaffold_10,2228991,2231496,27.398303214434208,7.039858336198167,9.39276402583113,24.68662606939662,19.7433874261324,58.45778740166725,A
g4918,HiC_scaffold_10,2231829,2233773,5.45136360656676,27.70613094393059,8.67576069687834,7.370553952579682,6.638751484480356,3.466717392391048,A
g4919,HiC_scaffold_10,2233846,2234968,3.185149475015348,0.0,1.7497442880884089,0.3360064468498892,0.0245113089408466,1.8448088107920104,A
g4920,HiC_scaffold_10,2236819,2237356,6.249339788565292,0.1501899290474693,0.5326893920172945,3.818086047340217,11.517632947386613,1.4818403283032944,A
g4921,HiC_scaffold_10,2239497,2240255,1.0236497332650272,0.3595698739876126,2.041415007467817,26.78180543160935,25.58759959645945,5.352594873335421,A
g4922,HiC_scaffold_10,2240681,2241110,17.209183873590227,1.1312146492144872,2.661561928408017,1.4308661274224628,4.91339751220332,7.422454664267859,A
g4923,HiC_scaffold_10,2241233,2241716,0.1611609650123909,0.0,0.0,3.9739725461498336,3.115819684143247,4.506194473336611,A
g4924,HiC_scaffold_10,2242196,2243111,0.4951985839818835,195.8205958136149,488.903675038031,148.97505706124971,436.39658305113846,6.727030832913584,A
g4925,HiC_scaffold_10,2244237,2245167,0.1617793845199328,4.577018107562514,417.1243496313052,20.755518582251675,24.588639879829785,0.2279493161832896,A
g4926,HiC_scaffold_10,2247186,2248197,11.465866084672244,0.3947799803424827,1.5087112243549583,3.6476209325855007,2.7491699446214604,1.8367483702538088,A
g4927,HiC_scaffold_10,2248612,2249671,43.59805338207033,0.1871408375269656,2.2438615845745007,1.4578634108556938,0.5602637059356272,0.0501918972941871,A
g4928,HiC_scaffold_10,2250163,2251144,0.5430068012000194,0.0822140590198685,3.74753243285094,8.684882416586587,0.4733261160397289,0.7034269426274191,A
g4929,HiC_scaffold_10,2251400,2252354,8.94498989233284,0.2536226160329908,2.5327232708011,3.7560102105324864,0.3092890344251016,0.8895088774523635,A
g4930,HiC_scaffold_10,2252736,2254759,4.098905455029108,0.1449289864056174,0.1820421151532062,0.5312805250724231,0.0808453404609117,0.7571356170094337,A
g4931,HiC_scaffold_10,2254857,2255526,1.4683287492601211,0.2411120834035608,3.61888115676602,5.940861432093554,2.8725370495056577,10.94395212382259,A
g4932,HiC_scaffold_10,2256035,2259417,26.65996705189208,12.385241228497314,29.03365279171116,26.22794702719021,16.92749239578208,20.008353198944103,A
g4933,HiC_scaffold_10,2260172,2261077,57.30082924147878,19.433275912222733,11.99984158447672,36.05648948173341,36.25442049934571,24.46156118544037,A
g4934,HiC_scaffold_10,2261456,2263298,1.6824825455490835,0.8296690807302527,6.126174175100025,0.4652249575321713,0.5999993081312056,0.6625157422842047,A
g4935,HiC_scaffold_10,2263834,2264593,2.103197357574237,1.7973494027193757,1.7380632527922002,0.8826762007952365,0.7106471009532032,1.2581000099586863,A
g4936,HiC_scaffold_10,2264612,2264919,1.924834092312196,1.269244846626299,3.681232298067826,0.8036787048318446,0.6505748789240795,0.421850946305906,A
g4937,HiC_scaffold_10,2265445,2265724,0.0,0.0,0.5068910534500741,0.0,0.0,0.0,A
g4938,HiC_scaffold_10,2266417,2267281,26.768025557780504,6.0420293326954,4.039496107525613,0.0,0.0917931469816602,0.0615199296696112,A
g4939,HiC_scaffold_10,2267914,2268773,379.8309908317881,223.72018523947528,76.36655911681027,0.0,0.0,0.0,A
g4940,HiC_scaffold_10,2269221,2270391,20.28847265014693,9.362838577625922,3.6249722079957416,0.0,0.0,0.0,A
g4941,HiC_scaffold_10,2271078,2273631,1.809385475414056,0.2704147657909963,0.2510043426078215,0.0,0.0107723026367528,0.0,A
g4942,HiC_scaffold_10,2274131,2277864,0.0122045697869214,0.0,0.0,48.63806285003644,45.17810662657463,23.301597595172787,A
g4943,HiC_scaffold_10,2278678,2281234,0.2097707805331926,0.0315539874407241,0.0559573950534598,0.0103637390128456,0.0107596590890571,0.0,A
g4944,HiC_scaffold_10,2286280,2288308,0.0,0.0,0.0173348563844347,0.0,0.0,0.0,A
g4945,HiC_scaffold_10,2288591,2291162,0.0591976075987352,0.0,0.0139857400504356,0.0096945157386203,0.0423731980651917,0.0619018480201376,A
g4946,HiC_scaffold_10,2291843,2294408,0.2353066401352674,0.1097826140677132,0.124289491420979,0.0,0.0206131979186886,0.0,A
g4947,HiC_scaffold_10,2295542,2298104,0.0442141592840967,0.0,0.041478343155713,0.0200680393758104,0.0421062568012084,0.0207467678511101,A
g4948,HiC_scaffold_10,2298695,2301346,0.0909181894482367,0.0479045883260463,0.0,0.0,0.0,0.0,A
g4949,HiC_scaffold_10,2302626,2303850,0.5609713583712238,0.0335094464953266,0.058753819721683,0.0216419255856482,0.0647951625752895,0.0,A
g4950,HiC_scaffold_10,2303868,2305182,0.1145013908702721,0.0,0.0273647927470852,0.0,0.0,0.0,A
g4951,HiC_scaffold_10,2305880,2308441,0.075627964176227,0.0,0.2003162982664605,0.0307694142865052,0.0332547625533615,0.0,A
g4952,HiC_scaffold_10,2309136,2311707,0.1049051327324556,0.0,0.0286056783370485,0.0309880802695544,0.010939414730163,0.0,A
g4953,HiC_scaffold_10,2312404,2314972,0.2529013984146013,0.0314065389012815,0.0416938333672015,0.0879620391856609,0.1256088113213305,0.2685949471470558,A
g4954,HiC_scaffold_10,2315653,2318200,0.6212756270657089,0.0316654856295606,0.0279200731909318,0.0813593971245175,0.1465668455173888,0.1043447570367965,A
g4955,HiC_scaffold_10,2318484,2319165,18.640171230171955,151.62304143668814,195.5558273958277,129.82098801644025,123.12028939498704,98.99821824315808,A
g4956,HiC_scaffold_10,2321079,2324493,6.375497367470765,5.638019221927575,6.435379099353293,14.736699469327224,11.404010543539991,9.090249796974362,A
g4957,HiC_scaffold_10,2324987,2326493,1.1317243066973903,0.9303229480797348,7.52067050098283,9.482197923055256,5.783139225078257,5.427500343461601,A
g4958,HiC_scaffold_10,2326771,2338318,1.0975672618194223,2.7050932308223943,17.88597450738026,9.54586260630246,6.279667985701527,6.017300769625529,A
g4959,HiC_scaffold_10,2338785,2339688,161.3218175686821,122.87496724733217,25.572440702146903,60.38830132260048,96.85913226569704,68.1953209506548,A
g4960,HiC_scaffold_10,2341212,2342115,91.80846130650076,50.77057633263006,12.451749420793242,24.26474949499328,62.219845273567415,39.940274037251,A
g4961,HiC_scaffold_10,2343607,2344510,103.4387911954672,54.44546780952176,17.263574727275905,14.094044317063112,30.061877192264003,19.9701370186255,A
g4962,HiC_scaffold_10,2345999,2346902,104.4610599414169,52.52747320693653,19.380246531203664,32.10874050170108,87.5710426737388,60.49835366878649,A
g4966,HiC_scaffold_10,2355292,2356195,265.1752089533357,147.00398674032908,77.62235855773199,34.04590493886903,125.43563105929444,58.92553350264311,A
g4967,HiC_scaffold_10,2356592,2357540,6.70188604127563,50.70665792525078,14.385743415088108,31.68397384140591,114.94571727617242,63.90008839108632,A
g4968,HiC_scaffold_10,2358698,2359589,17.010615030338172,91.85347161760852,42.75626675551928,33.14048561931709,140.38349287812116,117.11693384094735,A
g4969,HiC_scaffold_10,2360777,2361716,6.807570117337369,211.6024520791777,96.24272755758474,68.78718549838344,169.65547002494577,68.13897752571151,A
g4970,HiC_scaffold_10,2362684,2363479,3.64473219813548,36.66866033670545,46.99516536932282,50.56191493128391,50.17755919987636,46.8682248984985,A
g4971,HiC_scaffold_10,2363778,2365320,84.23163447953297,249.5179566800313,59.21677895743494,216.393396658694,202.65466368319605,111.72086709736992,A
g4972,HiC_scaffold_10,2365761,2366523,36.7342549442033,193.4736644846285,447.5731971878139,255.1803437226073,195.80571978686183,257.1847373566597,A
g4973,HiC_scaffold_10,2366893,2367178,0.5279116758018864,0.7098931449377612,3.745574193619614,11.747215868428675,4.931883424293989,7.268159712027821,A
g4974,HiC_scaffold_10,2368389,2369703,0.1680892015715397,0.2128020894419289,0.1243822373901236,1.230556178058222,6.292097361346709,0.8868611550017993,A
g4975,HiC_scaffold_10,2370151,2371674,4.88908004706472,20.04859933227521,4.475747508128349,3.6813686392269407,14.905970374124966,3.714923355540402,A
g4976,HiC_scaffold_10,2372422,2372821,3.7926300343344095,9.911543532005512,12.732145663573949,7.301753823874343,26.60391201348717,14.101481397907804,A
g4977,HiC_scaffold_10,2374274,2374814,13.726648007928054,63.65988805585668,61.90751973413149,165.22708461345985,156.77161645106926,76.23388231593151,A
g4978,HiC_scaffold_10,2375699,2376179,6.813529864372246,4.342790815129485,2.518565102279502,11.32440471981372,6.583694595107226,85.34536213536528,A
g4979,HiC_scaffold_10,2376696,2377500,5.70104160241429,0.161123696700046,11.432611111028985,10.4477587718737,3.723298678280592,111.42152163099632,A
g4980,HiC_scaffold_10,2377694,2379065,4.769859417781717,2.3930011997746927,1.6840029427155545,10.551479493404123,6.791284539961149,9.516175933776388,A
g4981,HiC_scaffold_10,2379104,2380214,18.255057832007253,8.33347267759391,6.118592655237395,16.016152015288515,9.87281942961513,13.0067794711218,A
g4982,HiC_scaffold_10,2380361,2381635,15.420047584107522,12.234100801948822,16.90622386717223,28.32777571373501,19.750407065313745,21.75717073596963,A
g4983,HiC_scaffold_10,2381953,2383356,25.14357270594867,1.9098913712870729,5.37282524252374,8.662089078140566,5.624077750116181,8.723332519959081,A
g4994,HiC_scaffold_10,2412849,2413173,0.2294947624548254,0.1265912423156783,1.3119446316658905,1.8897421349117165,2.160895778424734,2.457926756748724,A
g4995,HiC_scaffold_10,2413204,2413681,0.0815940734811161,0.0,0.0,1.7669985727435953,1.2970449237225068,2.116564274659288,A
g5001,HiC_scaffold_10,2441776,2442459,0.3079271555350081,0.1955909289214673,0.0,1.5756852617422767,1.4840437482215785,1.1220517572642246,A
g5002,HiC_scaffold_10,2443143,2444516,30.46338543471921,0.0954670010211923,0.1972161650790033,21.42502327385565,26.25861078306533,24.04733898899357,A
g5003,HiC_scaffold_10,2444924,2446318,3.953200762190887,0.059380418559118,0.0802020704771337,7.827348307976811,3.9342600262659873,6.559049351105729,A
g5004,HiC_scaffold_10,2448769,2449267,0.149309845452537,0.079591223671107,0.0,1.420239961262744,0.2166189355917595,0.6397777288421814,A
g5005,HiC_scaffold_10,2449447,2450758,2.9352230594766224,1.0813563412716007,5.823776388488419,14.281309757427303,9.095967621341371,10.78812554110623,A
g5006,HiC_scaffold_10,2452574,2453976,1.1222525122261922,0.3820529044092463,2.4432060050620423,11.125050498039464,7.261765691370551,3.233909506789958,A
g5007,HiC_scaffold_10,2454630,2455167,1.4895821577881447,1.8606806954146995,1.260281982025025,3.997696651937676,4.384166607297917,0.3953498519447261,A
g5008,HiC_scaffold_10,2456094,2456643,0.0708932113852321,0.0,0.0640347700321194,0.0,0.0,0.0968182499718472,A
g5009,HiC_scaffold_10,2456935,2458249,13.838428087507042,7.54254320739757,11.850791565687697,14.895979164823087,10.601082282602302,12.10857283395509,A
g5010,HiC_scaffold_10,2458430,2459741,0.0635953808014582,0.0323827037485386,0.0287214777349947,4.080415004736188,0.2410635121254468,0.3037275557172797,A
g5011,HiC_scaffold_10,2459964,2460321,5.626809255347245,0.2297790616822396,0.693809857359966,8.11223030241782,5.116075833651131,2.9708244625770703,A
g5012,HiC_scaffold_10,2460792,2461185,70.4372753897166,0.619173304879241,0.9047382495840148,41.24400061665946,34.260276735037415,39.2890998387701,A
g5013,HiC_scaffold_10,2461552,2462101,11.530264683826848,0.0721975034393648,0.3915150766775656,7.41815952818528,6.557386689554591,6.478352626696865,A
g5014,HiC_scaffold_10,2462358,2463093,0.4094008914381976,0.0558034864085439,0.4381109403849757,3.0437932945726747,2.161239776376857,4.476924475428572,A
g5017,HiC_scaffold_10,2467804,2468020,3.0067166255958164,0.1898868634735175,0.3329383117562037,1.5145834881369895,0.8863266579652684,2.947215764069885,A
g5018,HiC_scaffold_10,2468186,2469471,2.003569851954151,0.2419803730238481,0.1531778424717104,5.978928515672601,3.175629687519757,29.17166583332998,A
g5019,HiC_scaffold_10,2469554,2470259,0.1104124058169997,0.0,0.0,0.106062127506353,0.0,0.150349548971957,A
g5020,HiC_scaffold_10,2470607,2471864,1.3882572796098436,0.6775440579645157,1.1047716288325464,6.943353749273126,3.967921830203527,6.24867636865716,A
g5021,HiC_scaffold_10,2472961,2474546,16.32862323395924,5.041383861632542,34.52271335646344,24.682552352574007,36.71992682596857,76.2970692054473,A
g5022,HiC_scaffold_10,2477100,2477790,3.5014323903197906,0.1743310453430469,4.234822426790924,3.4707185487275183,3.2464198034620506,9.233255294916946,A
g5023,HiC_scaffold_10,2477976,2478384,0.8201062834782734,0.1005283394859798,5.491280775995296,2.8260456096028177,1.845595796252574,1.3012553418081478,A
g5024,HiC_scaffold_10,2479263,2480442,1.2204436646853825,0.7849272325271797,1.3283103299616212,6.753894298079121,4.887015216508093,6.122389819174565,A
g5025,HiC_scaffold_10,2480798,2481521,0.0538317746203214,0.0,0.0983574362618306,0.2757908709708766,0.0380382968625587,0.073517592302274,A
g5026,HiC_scaffold_10,2481553,2482249,9.949931240415248,0.8484605150970628,2.256259396468792,22.0508553898348,11.682380800092094,14.537375656677142,A
g5027,HiC_scaffold_10,2482582,2483899,9.702061896564294,0.4017197519114895,2.1871331771919613,3.609232623208604,4.073689760144414,3.546205880357736,A
g5028,HiC_scaffold_10,2484300,2485588,3.9343560079167617,0.032866027685084,0.2961580679358132,0.5309546314934246,0.6471847209806634,1.187426911189143,A
g5029,HiC_scaffold_10,2485906,2487172,16.341037799382185,0.0323977586969034,0.0839395854383389,6.19608554728576,2.956429737147061,5.408985066654262,A
g5030,HiC_scaffold_10,2489072,2489483,5.933423915443294,0.096439000944553,0.0,2.881008285186982,2.2953391257679714,2.583514255268732,A
g5031,HiC_scaffold_10,2489728,2490948,7.852586783715683,0.0344964572569289,0.1251778508952828,2.621003532314181,2.6021209419992424,3.0504894734911474,A
g5032,HiC_scaffold_10,2491237,2492416,0.0645449741884428,0.0,0.0,0.0449359065595139,0.0224227534611689,0.0899036743216536,A
g5033,HiC_scaffold_10,2494098,2495287,14.782176385897015,0.1074963550372675,0.1278168916502623,1.8266771578287169,1.018907283570771,1.8494776400936348,A
g5042,HiC_scaffold_10,2526734,2527417,0.1841897172127737,0.0644494786800184,0.0584672157230406,0.2457117345313794,0.3886066654916669,0.2587799207475997,A
g5043,HiC_scaffold_10,2528085,2529450,28.041781857493312,0.223991424429749,0.1143302172315296,5.2867967589720095,6.211954014859872,7.635059254306395,A
g5044,HiC_scaffold_10,2529863,2531272,13.5522858587161,0.0,0.1872778003628646,4.588147708714315,2.1522420799416304,3.238596618154246,A
g5045,HiC_scaffold_10,2533575,2534073,0.0781533595391414,0.0,0.1427960369825372,5.815629496475135,4.47238256381099,9.380086674222316,A
g5046,HiC_scaffold_10,2534319,2535624,3.4419852286933184,2.230525900545338,6.106981178560118,7.961931481459513,4.498581571384316,4.875116721382124,A
g5047,HiC_scaffold_10,2536050,2537453,2.616737726002351,0.4658882854461948,1.9952240199623583,8.768191586869351,3.787800704878845,4.080372637547827,A
g5048,HiC_scaffold_10,2538108,2538450,0.8951354380277989,0.8193370525193453,0.7242401142617187,2.00434249897817,2.381280806841465,0.0,A
g5049,HiC_scaffold_10,2539577,2540126,0.0,0.0747095856289249,0.0,0.0,0.0,0.0,A
g5052,HiC_scaffold_10,2546213,2547294,0.8952767596255781,0.6312125510449611,0.7340059800850771,5.639010989212585,3.4495740087955804,4.788741229008438,A
g5053,HiC_scaffold_10,2547474,2548769,0.1214972271819664,0.0971481112456159,0.0,1.3427906470197313,0.7681279361012261,0.6503743976656273,A
g5054,HiC_scaffold_10,2548991,2550224,7.355768204278352,0.1663242599768036,0.432882662279639,3.3937991677935964,2.6650153799672247,1.89352113750996,A
g5055,HiC_scaffold_10,2550465,2551524,0.2841450946242447,0.1148890976475645,0.5032503056362215,0.77384214937445,0.3265383067999617,0.7520002541894112,A
g5056,HiC_scaffold_10,2551676,2552960,2.598018180260876,0.0,0.0,0.5327908485059738,0.2575626301764097,2.518658822223695,A
g5057,HiC_scaffold_10,2553022,2553745,0.1590856121973257,0.0,0.0,0.0366386126097282,0.0,0.0,A
g5058,HiC_scaffold_10,2554093,2555350,0.8096641712330088,0.8689337497492451,1.447401543799932,3.017968463985537,1.114817602800429,3.0821757213113834,A
g5059,HiC_scaffold_10,2556462,2558046,19.789650400640035,6.360003087467974,44.67972378158056,12.84162261350872,19.974800188982016,45.840182867805865,A
g5060,HiC_scaffold_10,2561340,2561895,1.1450685024616412,0.0739019144329365,8.066439402886449,6.05575953738868,5.272984897078652,4.017937218558532,A
g5061,HiC_scaffold_10,2562785,2563976,2.2450895794147434,2.0694481266425,2.213917313093608,1.5893694566528431,0.9483666056310454,2.094182384763571,A
g5062,HiC_scaffold_10,2564322,2565045,0.0538317746203214,0.0548221706614264,0.1967148725236613,0.2090079069665261,0.1492064037685978,0.1466064066738999,A
g5063,HiC_scaffold_10,2565077,2565773,11.04163205170816,0.4582331598684604,2.1796912311817183,17.890084806276498,8.28270363102518,10.065935906366676,A
g5064,HiC_scaffold_10,2566355,2567135,4.061874983767106,0.2050318598396329,0.7775144190412453,1.150516499981029,2.1707585623832704,0.6121140433068224,A
g5065,HiC_scaffold_10,2567824,2569111,4.92031781840125,0.0318691239396113,0.444528676788325,0.7881255293880498,0.7083307248293388,2.143269063097778,A
g5066,HiC_scaffold_10,2569428,2570695,9.57671789402291,0.0,0.0308117717820651,4.557668876755242,2.3409291112728523,2.9104849369882,A
g5067,HiC_scaffold_10,2571834,2573011,13.217419142218295,0.0369509572164682,0.3880052280306338,5.864314409693234,3.644467227185684,6.984342204636921,A
g5068,HiC_scaffold_10,2573206,2574476,4.185311129591625,0.0340095874877941,0.0589655277092068,2.311120778568041,2.118686779233506,2.376396142994497,A
g5069,HiC_scaffold_10,2574765,2575944,0.2552244743062554,0.0,0.0,0.0660763645442407,0.0448455069223378,0.0899036743216536,A
g5070,HiC_scaffold_10,2576343,2577495,25.691413101642933,1.8178763221498533,2.7834003299956183,8.068709034757953,7.74257253379213,7.696221695379931,A
g5071,HiC_scaffold_10,2577626,2578814,19.95270984193589,0.0345248842679122,0.1782262469762944,2.3212051415240262,1.4805115142519605,2.410836456050684,A
g5072,HiC_scaffold_10,2579768,2581727,0.824952899738857,0.0,0.0,0.2624518472732337,0.1657447432746301,0.3520938357701069,A
g5073,HiC_scaffold_10,2581897,2584099,2.367152280418793,0.0,0.0163293994866802,0.2907953158860445,0.4716064772953635,0.6984710658125957,A
g5074,HiC_scaffold_10,2584660,2585938,107.8996503772535,9.035231747030444,30.738452732759715,18.3254198954706,19.55997897441008,35.007552731320786,A
g5075,HiC_scaffold_10,2585990,2587148,10.27616977550573,0.3152009181574375,0.6147897349698379,4.585083029998083,4.841423289448592,10.634547939935992,A
g5076,HiC_scaffold_10,2587333,2588569,2.700551579128477,0.3262621031492357,0.4337791823275924,4.986521267480873,5.2596647372348215,6.913396466475247,A
g5077,HiC_scaffold_10,2588887,2589133,0.1582128985792374,0.0,0.0,0.215363552169378,0.0,0.0,A
g5079,HiC_scaffold_10,2594309,2595632,10.086142571240584,5.166086405548538,4.699867681362708,6.914966666364306,5.896286232670562,6.538189301025745,A
g5080,HiC_scaffold_10,2596226,2596481,17.648103053800547,3.446655341768593,4.75655879884056,6.6045157703707815,7.075543903868168,5.830353358227228,A
g5081,HiC_scaffold_10,2596615,2597917,12.967750095442746,1.9443727953218315,2.4074980835757382,10.65077605232086,6.927997861083719,11.084205138642002,A
g5082,HiC_scaffold_10,2598143,2599349,100.77150075014256,0.6947608205976048,3.5074510766554794,38.91873101569549,31.47887278001793,48.62488833122518,A
g5083,HiC_scaffold_10,2599438,2600671,10.043108553299804,3.110946132283509,3.840221592592019,8.523895536011796,5.602712597884938,8.26483194138464,A
