Chromosome1	Start1	End1	Chromosome2	Start2	End2	OE_value	log2OE	Region1	Region2	Interaction_type	Compartment1	Compartment2	Compartment_interaction	TAD_or_Boundary1	TAD_or_Boundary2	TAD_Boundary_interaction
HiC_scaffold_1	4550000	4560000	HiC_scaffold_7	2170000	2180000	61.38657760620117	5.9398513345566615	O	O	O-O	A	B	A-B	TAD_13	TAD_79	TAD_13-TAD_79
HiC_scaffold_1	4550000	4560000	HiC_scaffold_7	2760000	2770000	33.09477233886719	5.048531441333072	O	O	O-O	A	B	A-B	TAD_13	TAD_81	TAD_13-TAD_81
HiC_scaffold_1	4560000	4570000	HiC_scaffold_7	1590000	1600000	35.53547286987305	5.151187992230331	O	O	O-O	B	B	B-B	TAD_13	B03660	TAD_13-B03660
HiC_scaffold_1	4580000	4590000	HiC_scaffold_7	1320000	1330000	131.60769653320312	7.0401000513828285	O	O	O-O	A	A	A-A	TAD_13	TAD_78	TAD_13-TAD_78
HiC_scaffold_1	4580000	4590000	HiC_scaffold_7	2630000	2640000	38.38765335083008	5.262570465371877	O	O	O-O	A	B	A-B	TAD_13	TAD_81	TAD_13-TAD_81
HiC_scaffold_1	4600000	4610000	HiC_scaffold_7	1320000	1330000	44.91139602661133	5.489009662459458	O	O	O-O	A	A	A-A	B00461	TAD_78	B00461-TAD_78
HiC_scaffold_1	4730000	4740000	HiC_scaffold_7	2630000	2640000	47.65118408203125	5.57444015892919	O	O	O-O	A	B	A-B	TAD_14	TAD_81	TAD_14-TAD_81
HiC_scaffold_1	4790000	4800000	HiC_scaffold_7	1920000	1930000	35.07242965698242	5.132265472232089	O	O	O-O	A	B	A-B	TAD_14	TAD_79	TAD_14-TAD_79
HiC_scaffold_1	5100000	5110000	HiC_scaffold_7	2440000	2450000	60.02299880981445	5.907443494129648	O	O	O-O	B	B	B-B	TAD_16	TAD_80	TAD_16-TAD_80
HiC_scaffold_1	5110000	5120000	HiC_scaffold_7	370000	380000	107.2956314086914	6.745447527068411	O	O	O-O	B	B	B-B	TAD_16	TAD_75	TAD_16-TAD_75
HiC_scaffold_1	5110000	5120000	HiC_scaffold_7	2440000	2450000	110.89086151123048	6.792996668027627	O	O	O-O	B	B	B-B	TAD_16	TAD_80	TAD_16-TAD_80
HiC_scaffold_1	5110000	5120000	HiC_scaffold_7	2650000	2660000	34.9708137512207	5.128079462017971	O	O	O-O	B	B	B-B	TAD_16	TAD_81	TAD_16-TAD_81
HiC_scaffold_1	5130000	5140000	HiC_scaffold_7	1070000	1080000	49.92634963989258	5.641729522906373	O	O	O-O	B	B	B-B	TAD_16	TAD_76	TAD_16-TAD_76
HiC_scaffold_1	5170000	5180000	HiC_scaffold_7	4370000	4380000	128.79751586914062	7.008960958088804	O	T	O-T	A	B	A-B	TAD_16	NA	TAD_16-NA
HiC_scaffold_1	5350000	5360000	HiC_scaffold_7	3930000	3940000	34.21280670166016	5.096464557615507	O	O	O-O	A	B	A-B	TAD_16	TAD_83	TAD_16-TAD_83
HiC_scaffold_1	5400000	5410000	HiC_scaffold_7	3940000	3950000	54.96632385253906	5.780476090052403	O	O	O-O	A	B	A-B	TAD_16	TAD_83	TAD_16-TAD_83
HiC_scaffold_1	5430000	5440000	HiC_scaffold_7	1300000	1310000	87.19763946533203	6.4462171750988	O	O	O-O	A	B	A-B	TAD_16	B03629	TAD_16-B03629
HiC_scaffold_1	5490000	5500000	HiC_scaffold_7	10000	20000	51.97181701660156	5.699657593666424	O	T	O-T	B	A	B-A	TAD_16	NA	TAD_16-NA
HiC_scaffold_1	5490000	5500000	HiC_scaffold_7	2590000	2600000	32.60997009277344	5.027241212851163	O	O	O-O	B	B	B-B	TAD_16	B03758	TAD_16-B03758
HiC_scaffold_1	5490000	5500000	HiC_scaffold_7	4010000	4020000	32.03432083129883	5.001546498727949	O	O	O-O	B	B	B-B	TAD_16	NA	TAD_16-NA
HiC_scaffold_1	5570000	5580000	HiC_scaffold_7	560000	570000	37.44762420654297	5.226802287425504	O	O	O-O	A	A	A-A	TAD_16	TAD_76	TAD_16-TAD_76
HiC_scaffold_1	5690000	5700000	HiC_scaffold_7	1540000	1550000	36.78277969360352	5.200958603964152	O	O	O-O	A	B	A-B	TAD_16	TAD_78	TAD_16-TAD_78
HiC_scaffold_1	6140000	6150000	HiC_scaffold_7	570000	580000	43.05233383178711	5.428019541946939	O	O	O-O	B	A	B-A	TAD_17	TAD_76	TAD_17-TAD_76
HiC_scaffold_1	6140000	6150000	HiC_scaffold_7	610000	620000	47.9816780090332	5.584411707145208	O	O	O-O	B	A	B-A	TAD_17	TAD_76	TAD_17-TAD_76
HiC_scaffold_1	6180000	6190000	HiC_scaffold_7	750000	760000	45.439720153808594	5.505882044739733	O	O	O-O	B	A	B-A	TAD_17	TAD_76	TAD_17-TAD_76
HiC_scaffold_1	6180000	6190000	HiC_scaffold_7	1150000	1160000	73.00877380371094	6.189997944667583	O	O	O-O	B	B	B-B	TAD_17	TAD_77	TAD_17-TAD_77
HiC_scaffold_1	6180000	6190000	HiC_scaffold_7	4260000	4270000	34.89244842529297	5.124842930800054	O	O	O-O	B	B	B-B	TAD_17	NA	TAD_17-NA
HiC_scaffold_1	6200000	6210000	HiC_scaffold_7	2200000	2210000	94.2452163696289	6.55834748785798	O	O	O-O	B	B	B-B	TAD_17	TAD_79	TAD_17-TAD_79
HiC_scaffold_1	6470000	6480000	HiC_scaffold_7	2640000	2650000	106.22471618652344	6.730975678807499	O	O	O-O	A	B	A-B	TAD_18	TAD_81	TAD_18-TAD_81
HiC_scaffold_1	6500000	6510000	HiC_scaffold_7	3940000	3950000	75.99987030029297	6.247925051374062	O	O	O-O	B	B	B-B	TAD_18	TAD_83	TAD_18-TAD_83
HiC_scaffold_1	6540000	6550000	HiC_scaffold_7	1920000	1930000	32.684104919433594	5.030517283236387	O	O	O-O	B	B	B-B	TAD_18	TAD_79	TAD_18-TAD_79
HiC_scaffold_1	6610000	6620000	HiC_scaffold_7	1280000	1290000	47.52141189575195	5.570505795183025	O	O	O-O	B	B	B-B	TAD_18	B03629	TAD_18-B03629
HiC_scaffold_1	6620000	6630000	HiC_scaffold_7	520000	530000	48.91072845458984	5.612079046579997	O	O	O-O	B	A	B-A	TAD_18	TAD_76	TAD_18-TAD_76
HiC_scaffold_1	6620000	6630000	HiC_scaffold_7	1030000	1040000	38.66740417480469	5.273046011368133	O	O	O-O	B	B	B-B	TAD_18	TAD_76	TAD_18-TAD_76
HiC_scaffold_1	6640000	6650000	HiC_scaffold_7	1960000	1970000	118.1658172607422	6.88466894609704	O	O	O-O	B	B	B-B	TAD_18	TAD_79	TAD_18-TAD_79
HiC_scaffold_1	6650000	6660000	HiC_scaffold_7	460000	470000	107.23309326171876	6.74460639516686	O	O	O-O	B	A	B-A	TAD_18	B03547	TAD_18-B03547
HiC_scaffold_1	6660000	6670000	HiC_scaffold_7	340000	350000	266.5921630859375	8.058490560437036	O	O	O-O	B	A	B-A	TAD_18	TAD_75	TAD_18-TAD_75
HiC_scaffold_1	7020000	7030000	HiC_scaffold_7	2120000	2130000	61.84368896484375	5.950554473214696	O	O	O-O	B	B	B-B	TAD_18	TAD_79	TAD_18-TAD_79
HiC_scaffold_1	7020000	7030000	HiC_scaffold_7	2470000	2480000	34.9076042175293	5.125469439973496	O	O	O-O	B	B	B-B	TAD_18	TAD_80	TAD_18-TAD_80
HiC_scaffold_1	7020000	7030000	HiC_scaffold_7	2930000	2940000	41.07196807861328	5.36008217464229	O	O	O-O	B	A	B-A	TAD_18	TAD_81	TAD_18-TAD_81
HiC_scaffold_1	7470000	7480000	HiC_scaffold_7	1320000	1330000	37.98696517944336	5.247432552995672	O	O	O-O	A	A	A-A	TAD_18	TAD_78	TAD_18-TAD_78
HiC_scaffold_1	7510000	7520000	HiC_scaffold_7	2160000	2170000	33.83956527709961	5.080639129757723	O	O	O-O	B	B	B-B	TAD_18	TAD_79	TAD_18-TAD_79
HiC_scaffold_1	7520000	7530000	HiC_scaffold_7	2250000	2260000	78.46634674072266	6.294002127231364	O	O	O-O	B	B	B-B	TAD_18	TAD_79	TAD_18-TAD_79
HiC_scaffold_1	7560000	7570000	HiC_scaffold_7	1320000	1330000	39.30595779418945	5.296676100213095	O	O	O-O	A	A	A-A	B00755	TAD_78	B00755-TAD_78
HiC_scaffold_1	7640000	7650000	HiC_scaffold_7	2990000	3000000	35.196006774902344	5.1373398495213625	O	O	O-O	A	A	A-A	TAD_19	TAD_81	TAD_19-TAD_81
HiC_scaffold_1	7660000	7670000	HiC_scaffold_7	690000	700000	60.84903335571289	5.927162439436945	O	O	O-O	A	A	A-A	TAD_19	TAD_76	TAD_19-TAD_76
HiC_scaffold_1	7750000	7760000	HiC_scaffold_7	2910000	2920000	53.98493576049805	5.754484981133805	O	O	O-O	A	A	A-A	TAD_19	TAD_81	TAD_19-TAD_81
HiC_scaffold_1	8450000	8460000	HiC_scaffold_7	450000	460000	51.46013259887695	5.685383269399723	O	O	O-O	B	A	B-A	TAD_20	TAD_75	TAD_20-TAD_75
HiC_scaffold_1	8550000	8560000	HiC_scaffold_7	2290000	2300000	41.68315887451172	5.381392708394039	O	O	O-O	B	B	B-B	TAD_20	TAD_79	TAD_20-TAD_79
HiC_scaffold_1	8560000	8570000	HiC_scaffold_7	1050000	1060000	37.36328125	5.223549253233474	O	O	O-O	B	A	B-A	TAD_20	TAD_76	TAD_20-TAD_76
HiC_scaffold_1	8650000	8660000	HiC_scaffold_7	620000	630000	56.79970169067383	5.827811447671621	O	O	O-O	B	A	B-A	B00863	TAD_76	B00863-TAD_76
HiC_scaffold_1	9020000	9030000	HiC_scaffold_7	460000	470000	35.93534851074219	5.167331772661673	O	O	O-O	B	A	B-A	TAD_23	B03547	TAD_23-B03547
HiC_scaffold_1	9020000	9030000	HiC_scaffold_7	3000000	3010000	32.04032897949219	5.001817055825163	O	O	O-O	B	B	B-B	TAD_23	TAD_81	TAD_23-TAD_81
HiC_scaffold_1	9200000	9210000	HiC_scaffold_7	350000	360000	145.96951293945312	7.189523270359998	O	O	O-O	B	B	B-B	TAD_23	TAD_75	TAD_23-TAD_75
HiC_scaffold_1	9200000	9210000	HiC_scaffold_7	2360000	2370000	56.09470748901367	5.809792754499602	O	O	O-O	B	B	B-B	TAD_23	TAD_80	TAD_23-TAD_80
HiC_scaffold_1	9200000	9210000	HiC_scaffold_7	4320000	4330000	36.96326446533203	5.208020271012834	O	T	O-T	B	B	B-B	TAD_23	NA	TAD_23-NA
HiC_scaffold_1	9390000	9400000	HiC_scaffold_7	1300000	1310000	119.79582214355467	6.9044337850643975	O	O	O-O	B	B	B-B	NA	B03629	NA-B03629
HiC_scaffold_1	9480000	9490000	HiC_scaffold_7	570000	580000	39.293434143066406	5.296216355956133	O	O	O-O	B	A	B-A	NA	TAD_76	NA-TAD_76
HiC_scaffold_1	9480000	9490000	HiC_scaffold_7	700000	710000	59.803321838378906	5.902153717549104	O	O	O-O	B	A	B-A	NA	TAD_76	NA-TAD_76
HiC_scaffold_1	9530000	9540000	HiC_scaffold_7	580000	590000	64.35809326171875	6.008049678832316	O	O	O-O	B	A	B-A	NA	TAD_76	NA-TAD_76
HiC_scaffold_1	9550000	9560000	HiC_scaffold_7	2330000	2340000	41.39496612548828	5.371383432965855	O	O	O-O	B	B	B-B	NA	B03732	NA-B03732
HiC_scaffold_1	9560000	9570000	HiC_scaffold_7	800000	810000	37.55169296264648	5.23080604586944	O	O	O-O	B	A	B-A	NA	TAD_76	NA-TAD_76
HiC_scaffold_1	9560000	9570000	HiC_scaffold_7	2430000	2440000	73.01438903808594	6.190108900636932	O	O	O-O	B	B	B-B	NA	TAD_80	NA-TAD_80
HiC_scaffold_1	9590000	9600000	HiC_scaffold_7	2180000	2190000	32.2949104309082	5.013234913842145	O	O	O-O	B	B	B-B	NA	TAD_79	NA-TAD_79
HiC_scaffold_1	9660000	9670000	HiC_scaffold_7	1300000	1310000	36.9279670715332	5.206641937540671	O	O	O-O	B	B	B-B	NA	B03629	NA-B03629
HiC_scaffold_1	9710000	9720000	HiC_scaffold_7	1840000	1850000	67.79914855957031	6.083195250600035	O	O	O-O	B	B	B-B	NA	TAD_79	NA-TAD_79
HiC_scaffold_1	9730000	9740000	HiC_scaffold_7	1150000	1160000	108.80130004882812	6.7655519849915775	O	O	O-O	B	B	B-B	NA	TAD_77	NA-TAD_77
HiC_scaffold_1	9730000	9740000	HiC_scaffold_7	1350000	1360000	45.96082305908203	5.522332728655197	O	O	O-O	B	B	B-B	NA	TAD_78	NA-TAD_78
HiC_scaffold_1	9730000	9740000	HiC_scaffold_7	2170000	2180000	107.43157958984376	6.747274326681373	O	O	O-O	B	B	B-B	NA	TAD_79	NA-TAD_79
HiC_scaffold_1	90000	100000	HiC_scaffold_8	2200000	2210000	903.1279907226562	9.818786649790807	O	O	O-O	A	A	A-A	NA	TAD_86	NA-TAD_86
HiC_scaffold_1	360000	370000	HiC_scaffold_8	2110000	2120000	32.43050765991211	5.019279702483278	O	O	O-O	A	A	A-A	TAD_2	TAD_86	TAD_2-TAD_86
HiC_scaffold_1	360000	370000	HiC_scaffold_8	2700000	2710000	78.93681335449219	6.302626374310086	O	O	O-O	A	B	A-B	TAD_2	TAD_87	TAD_2-TAD_87
HiC_scaffold_1	360000	370000	HiC_scaffold_8	3810000	3820000	36.33286666870117	5.183203293989506	O	O	O-O	A	B	A-B	TAD_2	TAD_87	TAD_2-TAD_87
HiC_scaffold_1	420000	430000	HiC_scaffold_8	3730000	3740000	33.92184829711914	5.084142874942987	O	O	O-O	A	A	A-A	TAD_2	TAD_87	TAD_2-TAD_87
HiC_scaffold_1	430000	440000	HiC_scaffold_8	1550000	1560000	69.87702941894531	6.126746373238635	O	O	O-O	A	A	A-A	TAD_2	TAD_84	TAD_2-TAD_84
HiC_scaffold_1	530000	540000	HiC_scaffold_8	3640000	3650000	33.83538818359375	5.0804610351515	O	O	O-O	B	B	B-B	TAD_3	TAD_87	TAD_3-TAD_87
HiC_scaffold_1	690000	700000	HiC_scaffold_8	140000	150000	42.21946334838867	5.399836335591879	O	O	O-O	B	B	B-B	TAD_4	NA	TAD_4-NA
HiC_scaffold_1	700000	710000	HiC_scaffold_8	3590000	3600000	42.27462768554688	5.401720143701676	O	O	O-O	A	B	A-B	TAD_4	TAD_87	TAD_4-TAD_87
HiC_scaffold_1	730000	740000	HiC_scaffold_8	2310000	2320000	32.017120361328125	5.000771651734278	O	O	O-O	B	A	B-A	TAD_4	TAD_86	TAD_4-TAD_86
HiC_scaffold_1	730000	740000	HiC_scaffold_8	3110000	3120000	46.374549865722656	5.535261373178401	O	O	O-O	B	B	B-B	TAD_4	TAD_87	TAD_4-TAD_87
HiC_scaffold_1	730000	740000	HiC_scaffold_8	4210000	4220000	168.13563537597656	7.3934817176307	O	T	O-T	B	B	B-B	TAD_4	NA	TAD_4-NA
HiC_scaffold_1	760000	770000	HiC_scaffold_8	3390000	3400000	37.9521598815918	5.246110087558183	O	O	O-O	B	B	B-B	TAD_4	TAD_87	TAD_4-TAD_87
HiC_scaffold_1	760000	770000	HiC_scaffold_8	3520000	3530000	34.84016036987305	5.122679359590157	O	O	O-O	B	B	B-B	TAD_4	TAD_87	TAD_4-TAD_87
HiC_scaffold_1	760000	770000	HiC_scaffold_8	3940000	3950000	45.01225662231445	5.492245988786856	O	O	O-O	B	B	B-B	TAD_4	TAD_87	TAD_4-TAD_87
HiC_scaffold_1	760000	770000	HiC_scaffold_8	4100000	4110000	39.287540435791016	5.295999946772608	O	O	O-O	B	B	B-B	TAD_4	B04348	TAD_4-B04348
HiC_scaffold_1	1080000	1090000	HiC_scaffold_8	3770000	3780000	154.91424560546875	7.275326007364903	O	O	O-O	A	B	A-B	TAD_5	TAD_87	TAD_5-TAD_87
HiC_scaffold_1	1120000	1130000	HiC_scaffold_8	3590000	3600000	40.17300796508789	5.328154582505443	O	O	O-O	A	B	A-B	TAD_5	TAD_87	TAD_5-TAD_87
HiC_scaffold_1	1140000	1150000	HiC_scaffold_8	2710000	2720000	134.473388671875	7.071176891704416	O	O	O-O	B	B	B-B	TAD_5	TAD_87	TAD_5-TAD_87
HiC_scaffold_1	1140000	1150000	HiC_scaffold_8	2730000	2740000	82.85824584960938	6.372573372954212	O	O	O-O	B	B	B-B	TAD_5	TAD_87	TAD_5-TAD_87
HiC_scaffold_1	1230000	1240000	HiC_scaffold_8	2010000	2020000	48.125709533691406	5.5887359058823565	O	O	O-O	A	A	A-A	TAD_5	B04139	TAD_5-B04139
HiC_scaffold_1	1360000	1370000	HiC_scaffold_8	3560000	3570000	48.4609489440918	5.59875075026538	O	O	O-O	A	B	A-B	TAD_5	TAD_87	TAD_5-TAD_87
HiC_scaffold_1	1440000	1450000	HiC_scaffold_8	1750000	1760000	43.74887847900391	5.451174128209052	O	O	O-O	A	A	A-A	TAD_5	TAD_84	TAD_5-TAD_84
HiC_scaffold_1	1570000	1580000	HiC_scaffold_8	2390000	2400000	32.61015319824219	5.027249313582606	O	O	O-O	A	A	A-A	TAD_5	TAD_86	TAD_5-TAD_86
HiC_scaffold_1	1650000	1660000	HiC_scaffold_8	1560000	1570000	38.82517623901367	5.278920568336358	O	O	O-O	A	A	A-A	B00166	TAD_84	B00166-TAD_84
HiC_scaffold_1	1690000	1700000	HiC_scaffold_8	0	10000	32.6879768371582	5.030688181771556	O	T	O-T	B	B	B-B	TAD_6	NA	TAD_6-NA
HiC_scaffold_1	1710000	1720000	HiC_scaffold_8	2140000	2150000	37.62642288208008	5.233674234795745	O	O	O-O	B	A	B-A	TAD_6	TAD_86	TAD_6-TAD_86
HiC_scaffold_1	1710000	1720000	HiC_scaffold_8	2950000	2960000	50.45702362060547	5.656983201430705	O	O	O-O	B	B	B-B	TAD_6	TAD_87	TAD_6-TAD_87
HiC_scaffold_1	1710000	1720000	HiC_scaffold_8	3540000	3550000	93.56747436523438	6.54793520667339	O	O	O-O	B	B	B-B	TAD_6	TAD_87	TAD_6-TAD_87
HiC_scaffold_1	1720000	1730000	HiC_scaffold_8	1520000	1530000	34.408226013183594	5.1046816077714094	O	O	O-O	B	A	B-A	TAD_6	TAD_84	TAD_6-TAD_84
HiC_scaffold_1	1720000	1730000	HiC_scaffold_8	2800000	2810000	39.83751678466797	5.316055816738677	O	O	O-O	B	B	B-B	TAD_6	TAD_87	TAD_6-TAD_87
HiC_scaffold_1	1720000	1730000	HiC_scaffold_8	2990000	3000000	35.50807189941406	5.150075118533352	O	O	O-O	B	B	B-B	TAD_6	TAD_87	TAD_6-TAD_87
HiC_scaffold_1	1770000	1780000	HiC_scaffold_8	2390000	2400000	37.00069427490234	5.209480436373852	O	O	O-O	A	A	A-A	TAD_6	TAD_86	TAD_6-TAD_86
HiC_scaffold_1	1820000	1830000	HiC_scaffold_8	3070000	3080000	33.53089904785156	5.06741926082515	O	O	O-O	A	B	A-B	B00183	TAD_87	B00183-TAD_87
HiC_scaffold_1	1830000	1840000	HiC_scaffold_8	110000	120000	48.10612487792969	5.588148684692865	O	O	O-O	A	B	A-B	B00183	NA	B00183-NA
HiC_scaffold_1	1830000	1840000	HiC_scaffold_8	1690000	1700000	46.87151336669922	5.5506394715559	O	O	O-O	A	A	A-A	B00183	TAD_84	B00183-TAD_84
HiC_scaffold_1	1830000	1840000	HiC_scaffold_8	1860000	1870000	35.31119537353516	5.142053755698285	O	O	O-O	A	A	A-A	B00183	TAD_84	B00183-TAD_84
HiC_scaffold_1	1830000	1840000	HiC_scaffold_8	2570000	2580000	52.19610595703125	5.705870274746994	O	O	O-O	A	B	A-B	B00183	TAD_87	B00183-TAD_87
HiC_scaffold_1	1830000	1840000	HiC_scaffold_8	3080000	3090000	45.456634521484375	5.506418970004437	O	O	O-O	A	B	A-B	B00183	TAD_87	B00183-TAD_87
HiC_scaffold_1	1830000	1840000	HiC_scaffold_8	4150000	4160000	35.66304397583008	5.156357942589825	O	O	O-O	A	B	A-B	B00183	NA	B00183-NA
HiC_scaffold_1	1840000	1850000	HiC_scaffold_8	3780000	3790000	69.8421630859375	6.12602633634368	O	O	O-O	A	B	A-B	B00183	TAD_87	B00183-TAD_87
HiC_scaffold_1	1890000	1900000	HiC_scaffold_8	3850000	3860000	95.091064453125	6.571237874723668	O	O	O-O	B	B	B-B	TAD_7	TAD_87	TAD_7-TAD_87
HiC_scaffold_1	1940000	1950000	HiC_scaffold_8	3070000	3080000	34.283729553222656	5.099452156358309	O	O	O-O	B	B	B-B	TAD_7	TAD_87	TAD_7-TAD_87
HiC_scaffold_1	1960000	1970000	HiC_scaffold_8	130000	140000	113.66271209716795	6.828615234721912	O	O	O-O	B	B	B-B	TAD_7	NA	TAD_7-NA
HiC_scaffold_1	1960000	1970000	HiC_scaffold_8	1590000	1600000	36.042137145996094	5.171612654277343	O	O	O-O	B	A	B-A	TAD_7	TAD_84	TAD_7-TAD_84
HiC_scaffold_1	2100000	2110000	HiC_scaffold_8	1860000	1870000	35.41968536376953	5.146479491445131	O	O	O-O	A	A	A-A	TAD_7	TAD_84	TAD_7-TAD_84
HiC_scaffold_1	2210000	2220000	HiC_scaffold_8	1770000	1780000	34.219932556152344	5.096765011319001	O	O	O-O	A	A	A-A	TAD_8	TAD_84	TAD_8-TAD_84
HiC_scaffold_1	2210000	2220000	HiC_scaffold_8	3780000	3790000	35.149879455566406	5.135447836556303	O	O	O-O	A	B	A-B	TAD_8	TAD_87	TAD_8-TAD_87
HiC_scaffold_1	2260000	2270000	HiC_scaffold_8	2690000	2700000	46.252559661865234	5.531461302879459	O	O	O-O	A	A	A-A	TAD_8	TAD_87	TAD_8-TAD_87
HiC_scaffold_1	2390000	2400000	HiC_scaffold_8	3030000	3040000	37.43282318115234	5.226231955197154	O	O	O-O	B	B	B-B	TAD_9	TAD_87	TAD_9-TAD_87
HiC_scaffold_1	4090000	4100000	HiC_scaffold_8	1750000	1760000	246.95718383789065	7.948117126243887	O	O	O-O	B	A	B-A	TAD_12	TAD_84	TAD_12-TAD_84
HiC_scaffold_1	4100000	4110000	HiC_scaffold_8	0	10000	47.16819381713867	5.55974245257177	O	T	O-T	A	B	A-B	TAD_12	NA	TAD_12-NA
HiC_scaffold_1	4100000	4110000	HiC_scaffold_8	3320000	3330000	32.46413803100586	5.020774999157666	O	O	O-O	A	B	A-B	TAD_12	TAD_87	TAD_12-TAD_87
HiC_scaffold_1	4110000	4120000	HiC_scaffold_8	3750000	3760000	32.52517318725586	5.023484833789848	O	O	O-O	A	A	A-A	TAD_12	TAD_87	TAD_12-TAD_87
HiC_scaffold_1	4120000	4130000	HiC_scaffold_8	1770000	1780000	38.63973236083984	5.272013196229104	O	O	O-O	A	A	A-A	B00413	TAD_84	B00413-TAD_84
HiC_scaffold_1	4230000	4240000	HiC_scaffold_8	1570000	1580000	56.9028549194336	5.83042913186182	O	O	O-O	B	A	B-A	TAD_13	TAD_84	TAD_13-TAD_84
HiC_scaffold_1	4230000	4240000	HiC_scaffold_8	1780000	1790000	37.03335189819336	5.210753229005365	O	O	O-O	B	A	B-A	TAD_13	TAD_84	TAD_13-TAD_84
HiC_scaffold_1	4230000	4240000	HiC_scaffold_8	2380000	2390000	42.309112548828125	5.402896519772544	O	O	O-O	B	A	B-A	TAD_13	TAD_86	TAD_13-TAD_86
HiC_scaffold_1	4230000	4240000	HiC_scaffold_8	2630000	2640000	32.0009765625	5.000044026886827	O	O	O-O	B	A	B-A	TAD_13	TAD_87	TAD_13-TAD_87
HiC_scaffold_1	4230000	4240000	HiC_scaffold_8	2770000	2780000	36.38623046875	5.185320693862268	O	O	O-O	B	B	B-B	TAD_13	TAD_87	TAD_13-TAD_87
HiC_scaffold_1	4230000	4240000	HiC_scaffold_8	2790000	2800000	88.08055114746094	6.460751591210409	O	O	O-O	B	B	B-B	TAD_13	TAD_87	TAD_13-TAD_87
HiC_scaffold_1	4230000	4240000	HiC_scaffold_8	2800000	2810000	118.755615234375	6.891851921148903	O	O	O-O	B	B	B-B	TAD_13	TAD_87	TAD_13-TAD_87
HiC_scaffold_1	4230000	4240000	HiC_scaffold_8	2810000	2820000	268.5463256835937	8.069027172097359	O	O	O-O	B	B	B-B	TAD_13	TAD_87	TAD_13-TAD_87
HiC_scaffold_1	4230000	4240000	HiC_scaffold_8	2890000	2900000	49.70903778076172	5.635436272149802	O	O	O-O	B	B	B-B	TAD_13	TAD_87	TAD_13-TAD_87
HiC_scaffold_1	4230000	4240000	HiC_scaffold_8	2920000	2930000	33.30319595336914	5.057588727584249	O	O	O-O	B	B	B-B	TAD_13	TAD_87	TAD_13-TAD_87
HiC_scaffold_1	4230000	4240000	HiC_scaffold_8	3010000	3020000	98.06417846679688	6.615654330352426	O	O	O-O	B	B	B-B	TAD_13	TAD_87	TAD_13-TAD_87
HiC_scaffold_1	4230000	4240000	HiC_scaffold_8	3720000	3730000	34.36573791503906	5.102899032715758	O	O	O-O	B	B	B-B	TAD_13	TAD_87	TAD_13-TAD_87
HiC_scaffold_1	4240000	4250000	HiC_scaffold_8	1880000	1890000	57.22484970092773	5.838569863485083	O	O	O-O	B	A	B-A	TAD_13	TAD_84	TAD_13-TAD_84
HiC_scaffold_1	4240000	4250000	HiC_scaffold_8	2490000	2500000	60.00935363769531	5.9071154855247725	O	O	O-O	B	A	B-A	TAD_13	B04186	TAD_13-B04186
HiC_scaffold_1	4240000	4250000	HiC_scaffold_8	2760000	2770000	54.057838439941406	5.756431920220495	O	O	O-O	B	B	B-B	TAD_13	TAD_87	TAD_13-TAD_87
HiC_scaffold_1	4240000	4250000	HiC_scaffold_8	2780000	2790000	124.50116729736328	6.960015458543764	O	O	O-O	B	B	B-B	TAD_13	TAD_87	TAD_13-TAD_87
HiC_scaffold_1	4240000	4250000	HiC_scaffold_8	2810000	2820000	87.96766662597656	6.45890143943133	O	O	O-O	B	B	B-B	TAD_13	TAD_87	TAD_13-TAD_87
HiC_scaffold_1	4240000	4250000	HiC_scaffold_8	2820000	2830000	288.0521240234375	8.17018608569908	O	O	O-O	B	B	B-B	TAD_13	TAD_87	TAD_13-TAD_87
HiC_scaffold_1	4240000	4250000	HiC_scaffold_8	3390000	3400000	66.42748260498047	6.053708336684278	O	O	O-O	B	B	B-B	TAD_13	TAD_87	TAD_13-TAD_87
HiC_scaffold_1	4240000	4250000	HiC_scaffold_8	3420000	3430000	83.8268051147461	6.389339740034996	O	O	O-O	B	B	B-B	TAD_13	TAD_87	TAD_13-TAD_87
HiC_scaffold_1	4240000	4250000	HiC_scaffold_8	3550000	3560000	63.0463752746582	5.978341522957138	O	O	O-O	B	B	B-B	TAD_13	TAD_87	TAD_13-TAD_87
HiC_scaffold_1	4240000	4250000	HiC_scaffold_8	3840000	3850000	58.19866180419922	5.862914075673135	O	O	O-O	B	B	B-B	TAD_13	TAD_87	TAD_13-TAD_87
HiC_scaffold_1	4430000	4440000	HiC_scaffold_8	3850000	3860000	32.888797760009766	5.039524366746512	O	O	O-O	A	B	A-B	TAD_13	TAD_87	TAD_13-TAD_87
HiC_scaffold_1	4510000	4520000	HiC_scaffold_8	180000	190000	32.168270111083984	5.007566450235677	O	O	O-O	A	B	A-B	TAD_13	NA	TAD_13-NA
HiC_scaffold_1	4510000	4520000	HiC_scaffold_8	2400000	2410000	32.029415130615234	5.0013255490766095	O	O	O-O	A	A	A-A	TAD_13	TAD_86	TAD_13-TAD_86
HiC_scaffold_1	4510000	4520000	HiC_scaffold_8	3170000	3180000	32.37211608886719	5.016679769088545	O	O	O-O	A	B	A-B	TAD_13	TAD_87	TAD_13-TAD_87
HiC_scaffold_1	4530000	4540000	HiC_scaffold_8	2230000	2240000	36.3664665222168	5.184536850801252	O	O	O-O	B	A	B-A	TAD_13	TAD_86	TAD_13-TAD_86
