Chromosome1	Start1	End1	Chromosome2	Start2	End2	OE_value	log2OE
HiC_scaffold_1	6860000	6870000	HiC_scaffold_15	1310000	1320000	126.75137329101562	6.985857568004564
HiC_scaffold_1	7020000	7030000	HiC_scaffold_15	3040000	3050000	68.20235443115234	6.091749638645862
HiC_scaffold_1	7060000	7070000	HiC_scaffold_15	1970000	1980000	42.01430892944336	5.392808849108656
HiC_scaffold_1	7060000	7070000	HiC_scaffold_15	1980000	1990000	103.93643188476562	6.699557627334464
HiC_scaffold_1	7070000	7080000	HiC_scaffold_15	2060000	2070000	38.77077865600586	5.276897804747608
HiC_scaffold_1	7080000	7090000	HiC_scaffold_15	2320000	2330000	48.23940658569336	5.59214025500382
HiC_scaffold_1	7210000	7220000	HiC_scaffold_15	260000	270000	44.32408905029297	5.47001907601404
HiC_scaffold_1	7510000	7520000	HiC_scaffold_15	1870000	1880000	67.55748748779297	6.0780437691441165
HiC_scaffold_1	7750000	7760000	HiC_scaffold_15	480000	490000	250.97628784179688	7.971407255030275
HiC_scaffold_1	7850000	7860000	HiC_scaffold_15	1540000	1550000	32.91769790649414	5.04079153954677
HiC_scaffold_1	7870000	7880000	HiC_scaffold_15	150000	160000	68.05188751220703	6.088563272292398
HiC_scaffold_1	8460000	8470000	HiC_scaffold_15	1100000	1110000	33.96377944946289	5.085925104120101
HiC_scaffold_1	8550000	8560000	HiC_scaffold_15	1250000	1260000	59.749839782714844	5.9008629394453065
HiC_scaffold_1	8550000	8560000	HiC_scaffold_15	1620000	1630000	46.979576110839844	5.553961791090853
HiC_scaffold_1	8550000	8560000	HiC_scaffold_15	2810000	2820000	41.08453369140625	5.360523487186348
HiC_scaffold_1	8730000	8740000	HiC_scaffold_15	150000	160000	69.16267395019531	6.111921742064676
HiC_scaffold_1	8840000	8850000	HiC_scaffold_15	2560000	2570000	67.20646667480469	6.0705281521594525
HiC_scaffold_1	8890000	8900000	HiC_scaffold_15	2350000	2360000	38.953670501708984	5.283687370930887
HiC_scaffold_1	9190000	9200000	HiC_scaffold_15	2250000	2260000	435.5680236816406	8.766754235268419
HiC_scaffold_1	9200000	9210000	HiC_scaffold_15	2260000	2270000	57.62474822998047	5.848616637120841
HiC_scaffold_1	9200000	9210000	HiC_scaffold_15	3250000	3260000	77.36951446533203	6.273693315088811
HiC_scaffold_1	9220000	9230000	HiC_scaffold_15	1870000	1880000	40.69729232788086	5.3468609071900834
HiC_scaffold_1	9270000	9280000	HiC_scaffold_15	1080000	1090000	35.632755279541016	5.1551321381240225
HiC_scaffold_1	9450000	9460000	HiC_scaffold_15	1540000	1550000	38.72862243652344	5.27532828101114
HiC_scaffold_1	9520000	9530000	HiC_scaffold_15	1540000	1550000	36.40681076049805	5.186136461005243
HiC_scaffold_1	9550000	9560000	HiC_scaffold_15	3030000	3040000	55.689598083496094	5.799335975508651
HiC_scaffold_1	9550000	9560000	HiC_scaffold_15	3140000	3150000	33.95795822143555	5.0856778119536905
HiC_scaffold_1	9590000	9600000	HiC_scaffold_15	470000	480000	38.970157623291016	5.2842978617004555
HiC_scaffold_1	9590000	9600000	HiC_scaffold_15	1980000	1990000	90.43395233154297	6.498792611600636
HiC_scaffold_1	9710000	9720000	HiC_scaffold_15	2210000	2220000	41.86005401611328	5.387502268132406
HiC_scaffold_1	9730000	9740000	HiC_scaffold_15	250000	260000	35.26698684692383	5.14024641443667
HiC_scaffold_1	9730000	9740000	HiC_scaffold_15	330000	340000	36.978553771972656	5.208616897055018
HiC_scaffold_1	9820000	9830000	HiC_scaffold_15	1090000	1100000	94.38691711425781	6.560514997669214
HiC_scaffold_1	9990000	10000000	HiC_scaffold_15	150000	160000	69.77145385742188	6.124564990892138
HiC_scaffold_1	0	10000	HiC_scaffold_16	1150000	1160000	34.64025115966797	5.114377485272262
HiC_scaffold_1	40000	50000	HiC_scaffold_16	2590000	2600000	73.33260345458984	6.196382853744177
HiC_scaffold_1	80000	90000	HiC_scaffold_16	2920000	2930000	46.08516311645508	5.526230451972041
HiC_scaffold_1	130000	140000	HiC_scaffold_16	1020000	1030000	63.230560302734375	5.982550098558606
HiC_scaffold_1	130000	140000	HiC_scaffold_16	1690000	1700000	39.05863571166992	5.287569652755628
HiC_scaffold_1	200000	210000	HiC_scaffold_16	1450000	1460000	36.400691986083984	5.185893971558654
HiC_scaffold_1	250000	260000	HiC_scaffold_16	490000	500000	47.38579559326172	5.566382755312648
HiC_scaffold_1	360000	370000	HiC_scaffold_16	2380000	2390000	41.871063232421875	5.38788164780357
HiC_scaffold_1	360000	370000	HiC_scaffold_16	2840000	2850000	95.65660095214844	6.579792622605022
HiC_scaffold_1	360000	370000	HiC_scaffold_16	2990000	3000000	94.02192687988281	6.5549253422299625
HiC_scaffold_1	390000	400000	HiC_scaffold_16	2330000	2340000	32.51106643676758	5.022858975363551
HiC_scaffold_1	530000	540000	HiC_scaffold_16	1590000	1600000	45.44635009765625	5.506092527756567
HiC_scaffold_1	530000	540000	HiC_scaffold_16	3040000	3050000	36.80750274658203	5.201927966387747
HiC_scaffold_1	730000	740000	HiC_scaffold_16	130000	140000	42.81239700317383	5.419956707058071
HiC_scaffold_1	730000	740000	HiC_scaffold_16	140000	150000	41.87385559082031	5.387977857141926
HiC_scaffold_1	730000	740000	HiC_scaffold_16	1230000	1240000	37.033199310302734	5.210747284681253
HiC_scaffold_1	730000	740000	HiC_scaffold_16	2480000	2490000	78.89458465576172	6.301854371572184
HiC_scaffold_1	750000	760000	HiC_scaffold_16	1180000	1190000	66.45742797851562	6.054358554115864
HiC_scaffold_1	750000	760000	HiC_scaffold_16	1850000	1860000	104.13709259033203	6.7023402234893235
HiC_scaffold_1	750000	760000	HiC_scaffold_16	2350000	2360000	343.5074768066406	8.42419769095629
HiC_scaffold_1	760000	770000	HiC_scaffold_16	2570000	2580000	41.251651763916016	5.3663799825828065
HiC_scaffold_1	930000	940000	HiC_scaffold_16	1700000	1710000	48.28893280029297	5.593620674762848
HiC_scaffold_1	1070000	1080000	HiC_scaffold_16	1690000	1700000	41.52527618408203	5.3759178584532314
HiC_scaffold_1	1070000	1080000	HiC_scaffold_16	1700000	1710000	52.14202117919922	5.704374601978158
HiC_scaffold_1	1140000	1150000	HiC_scaffold_16	1800000	1810000	145.401611328125	7.183899446942922
HiC_scaffold_1	1320000	1330000	HiC_scaffold_16	2980000	2990000	41.90512466430664	5.3890547797592525
HiC_scaffold_1	1370000	1380000	HiC_scaffold_16	1690000	1700000	41.07467269897461	5.360177174081032
HiC_scaffold_1	1410000	1420000	HiC_scaffold_16	2980000	2990000	59.46578598022461	5.893987938201287
HiC_scaffold_1	1670000	1680000	HiC_scaffold_16	2410000	2420000	61.04514694213867	5.931804701143293
HiC_scaffold_1	1690000	1700000	HiC_scaffold_16	1630000	1640000	33.99980926513672	5.087454747926421
HiC_scaffold_1	1710000	1720000	HiC_scaffold_16	430000	440000	65.56334686279297	6.034817597572289
HiC_scaffold_1	1720000	1730000	HiC_scaffold_16	390000	400000	47.397308349609375	5.566733226987039
HiC_scaffold_1	1720000	1730000	HiC_scaffold_16	1630000	1640000	46.030662536621094	5.524523302850395
HiC_scaffold_1	1720000	1730000	HiC_scaffold_16	2140000	2150000	43.437862396240234	5.440881203871651
HiC_scaffold_1	1740000	1750000	HiC_scaffold_16	1690000	1700000	40.1469841003418	5.32721970935712
HiC_scaffold_1	1830000	1840000	HiC_scaffold_16	2430000	2440000	47.431217193603516	5.567764986636942
HiC_scaffold_1	1850000	1860000	HiC_scaffold_16	2920000	2930000	41.58561325073242	5.378012602059591
HiC_scaffold_1	1940000	1950000	HiC_scaffold_16	2330000	2340000	81.78562927246094	6.353775461297289
HiC_scaffold_1	1960000	1970000	HiC_scaffold_16	3050000	3060000	42.92152404785156	5.42362939878331
HiC_scaffold_1	1980000	1990000	HiC_scaffold_16	550000	560000	49.09738540649414	5.617574293327122
HiC_scaffold_1	1980000	1990000	HiC_scaffold_16	580000	590000	91.32887268066406	6.512999120356458
HiC_scaffold_1	2550000	2560000	HiC_scaffold_16	520000	530000	99.44137573242188	6.635774350535739
HiC_scaffold_1	2600000	2610000	HiC_scaffold_16	1690000	1700000	122.79360961914062	6.940091672220059
HiC_scaffold_1	2680000	2690000	HiC_scaffold_16	2330000	2340000	33.57999801635742	5.069530239939215
HiC_scaffold_1	2710000	2720000	HiC_scaffold_16	1700000	1710000	57.665771484375	5.849643331220591
HiC_scaffold_1	2940000	2950000	HiC_scaffold_16	90000	100000	34.46243667602539	5.10695280620464
HiC_scaffold_1	2950000	2960000	HiC_scaffold_16	530000	540000	321.1825866699219	8.327249867169332
HiC_scaffold_1	2960000	2970000	HiC_scaffold_16	1690000	1700000	35.889347076416016	5.165483771783757
HiC_scaffold_1	2980000	2990000	HiC_scaffold_16	2910000	2920000	35.70443344116211	5.158031320583143
HiC_scaffold_1	3050000	3060000	HiC_scaffold_16	580000	590000	41.171566009521484	5.363576419213365
HiC_scaffold_1	3160000	3170000	HiC_scaffold_16	2920000	2930000	47.865806579589844	5.580923515070203
HiC_scaffold_1	3210000	3220000	HiC_scaffold_16	2590000	2600000	42.24409103393555	5.400677650904117
HiC_scaffold_1	3290000	3300000	HiC_scaffold_16	470000	480000	56.08494567871094	5.809541669477467
HiC_scaffold_1	3300000	3310000	HiC_scaffold_16	2550000	2560000	32.62261199951172	5.027800394039522
HiC_scaffold_1	3350000	3360000	HiC_scaffold_16	450000	460000	41.219024658203125	5.365238462515106
HiC_scaffold_1	3400000	3410000	HiC_scaffold_16	70000	80000	33.24368667602539	5.055008478628819
HiC_scaffold_1	3450000	3460000	HiC_scaffold_16	1700000	1710000	50.3261833190918	5.6532372845081955
HiC_scaffold_1	3480000	3490000	HiC_scaffold_16	1690000	1700000	53.727420806884766	5.747586677796924
HiC_scaffold_1	3550000	3560000	HiC_scaffold_16	2450000	2460000	41.19734191894531	5.364479351614662
HiC_scaffold_1	3600000	3610000	HiC_scaffold_16	2330000	2340000	38.44734573364258	5.264812098039654
HiC_scaffold_1	3620000	3630000	HiC_scaffold_16	1680000	1690000	32.195701599121094	5.008796183985784
HiC_scaffold_1	3660000	3670000	HiC_scaffold_16	70000	80000	39.636085510253906	5.308742582795048
HiC_scaffold_1	3670000	3680000	HiC_scaffold_16	940000	950000	166.50137329101562	7.379390266362357
HiC_scaffold_1	3730000	3740000	HiC_scaffold_16	2330000	2340000	53.5498161315918	5.742809716240184
HiC_scaffold_1	3790000	3800000	HiC_scaffold_16	1020000	1030000	68.52046203613281	6.098462974490683
HiC_scaffold_1	3840000	3850000	HiC_scaffold_16	560000	570000	63.33799362182617	5.984999262258399
HiC_scaffold_1	3900000	3910000	HiC_scaffold_16	1020000	1030000	75.44180297851562	6.237292250182991
HiC_scaffold_1	3920000	3930000	HiC_scaffold_16	150000	160000	112.37184143066406	6.812136754534611
HiC_scaffold_1	3920000	3930000	HiC_scaffold_16	270000	280000	154.57159423828125	7.2721314080227515
HiC_scaffold_1	3930000	3940000	HiC_scaffold_16	770000	780000	318.8182373046875	8.316590347699375
HiC_scaffold_1	3940000	3950000	HiC_scaffold_16	560000	570000	46.0055046081543	5.52373458639972
HiC_scaffold_1	3940000	3950000	HiC_scaffold_16	570000	580000	41.27056884765625	5.367041418573644
HiC_scaffold_1	3950000	3960000	HiC_scaffold_16	460000	470000	35.681495666503906	5.15710418507336
HiC_scaffold_1	3950000	3960000	HiC_scaffold_16	2590000	2600000	36.12434768676758	5.174899631357086
HiC_scaffold_1	3960000	3970000	HiC_scaffold_16	490000	500000	38.98404312133789	5.284811818336352
HiC_scaffold_1	4000000	4010000	HiC_scaffold_16	80000	90000	77.6392822265625	6.278714875317024
HiC_scaffold_1	4010000	4020000	HiC_scaffold_16	1020000	1030000	68.99752807617188	6.108472771327011
HiC_scaffold_1	4240000	4250000	HiC_scaffold_16	1310000	1320000	87.9740982055664	6.459006915331181
HiC_scaffold_1	4260000	4270000	HiC_scaffold_16	2470000	2480000	47.61181640625	5.573247764115611
HiC_scaffold_1	4360000	4370000	HiC_scaffold_16	2980000	2990000	46.203643798828125	5.529934727550438
HiC_scaffold_1	4520000	4530000	HiC_scaffold_16	270000	280000	36.46433639526367	5.18841423399165
HiC_scaffold_1	4520000	4530000	HiC_scaffold_16	2980000	2990000	948.1328735351562	9.888945445688606
HiC_scaffold_1	4530000	4540000	HiC_scaffold_16	1930000	1940000	49.03859329223633	5.615845689751651
HiC_scaffold_1	4540000	4550000	HiC_scaffold_16	1370000	1380000	69.93193817138672	6.127879585081723
HiC_scaffold_1	4540000	4550000	HiC_scaffold_16	2950000	2960000	83.13926696777344	6.377458122779643
HiC_scaffold_1	4550000	4560000	HiC_scaffold_16	290000	300000	50.562294006347656	5.659990014820562
HiC_scaffold_1	4550000	4560000	HiC_scaffold_16	880000	890000	70.5430908203125	6.1404328832039585
HiC_scaffold_1	4550000	4560000	HiC_scaffold_16	2040000	2050000	82.62085723876953	6.368434123947357
HiC_scaffold_1	4550000	4560000	HiC_scaffold_16	2800000	2810000	42.1331787109375	5.396884858105618
HiC_scaffold_1	4560000	4570000	HiC_scaffold_16	2050000	2060000	40.69808578491211	5.346889034500275
HiC_scaffold_1	4620000	4630000	HiC_scaffold_16	1050000	1060000	109.202880859375	6.77086710598406
HiC_scaffold_1	4740000	4750000	HiC_scaffold_16	2330000	2340000	36.92348861694336	5.206466963488357
HiC_scaffold_1	4890000	4900000	HiC_scaffold_16	1050000	1060000	138.947998046875	7.1184012382127895
HiC_scaffold_1	5100000	5110000	HiC_scaffold_16	570000	580000	74.42826843261719	6.2177787670509375
HiC_scaffold_1	5110000	5120000	HiC_scaffold_16	1580000	1590000	36.45516586303711	5.188051360383751
HiC_scaffold_1	5280000	5290000	HiC_scaffold_16	1700000	1710000	54.767181396484375	5.775239728586822
HiC_scaffold_1	5300000	5310000	HiC_scaffold_16	1980000	1990000	33.78213119506836	5.078188440420663
HiC_scaffold_1	5330000	5340000	HiC_scaffold_16	1980000	1990000	36.88744354248047	5.205057902451232
HiC_scaffold_1	5380000	5390000	HiC_scaffold_16	1020000	1030000	76.16665649414062	6.251087661656119
HiC_scaffold_1	5490000	5500000	HiC_scaffold_16	2760000	2770000	38.469818115234375	5.265655103495904
HiC_scaffold_1	5500000	5510000	HiC_scaffold_16	2910000	2920000	82.40364074707031	6.36463617467097
HiC_scaffold_1	5510000	5520000	HiC_scaffold_16	520000	530000	137.9772186279297	7.1082862735487815
HiC_scaffold_1	5550000	5560000	HiC_scaffold_16	2980000	2990000	53.62937927246094	5.744951650025402
HiC_scaffold_1	5560000	5570000	HiC_scaffold_16	2330000	2340000	72.86846160888672	6.187222627881486
HiC_scaffold_1	5580000	5590000	HiC_scaffold_16	2980000	2990000	50.33963394165039	5.653622820474737
HiC_scaffold_1	5590000	5600000	HiC_scaffold_16	2980000	2990000	69.85316467285156	6.126253572789884
HiC_scaffold_1	5680000	5690000	HiC_scaffold_16	3000000	3010000	33.13603973388672	5.050329283515177
HiC_scaffold_1	5690000	5700000	HiC_scaffold_16	2260000	2270000	32.2779541015625	5.012477232949463
HiC_scaffold_1	5690000	5700000	HiC_scaffold_16	2290000	2300000	47.68136978149414	5.575353776756707
HiC_scaffold_1	5700000	5710000	HiC_scaffold_16	570000	580000	59.48948669433594	5.894562824919591
HiC_scaffold_1	5810000	5820000	HiC_scaffold_16	1010000	1020000	34.609676361083984	5.113103545652721
HiC_scaffold_1	5880000	5890000	HiC_scaffold_16	580000	590000	55.23476028442383	5.787504563103633
HiC_scaffold_1	5880000	5890000	HiC_scaffold_16	1420000	1430000	32.080116271972656	5.003607465629521
HiC_scaffold_1	5930000	5940000	HiC_scaffold_16	2330000	2340000	42.08967208862305	5.395394364890394
HiC_scaffold_1	6050000	6060000	HiC_scaffold_16	2320000	2330000	1244.6865234375	10.28156672733496
HiC_scaffold_1	6070000	6080000	HiC_scaffold_16	2140000	2150000	107.12846374511719	6.743198040993409
HiC_scaffold_1	6130000	6140000	HiC_scaffold_16	1270000	1280000	32.5420036315918	5.02423117627182
HiC_scaffold_1	6140000	6150000	HiC_scaffold_16	1460000	1470000	37.393802642822266	5.2247272837884235
HiC_scaffold_1	6140000	6150000	HiC_scaffold_16	1510000	1520000	70.23435974121094	6.134105086968655
HiC_scaffold_1	6140000	6150000	HiC_scaffold_16	1860000	1870000	52.34931945800781	5.710098877106693
HiC_scaffold_1	6140000	6150000	HiC_scaffold_16	2210000	2220000	32.816314697265625	5.036341326837499
HiC_scaffold_1	6140000	6150000	HiC_scaffold_16	2310000	2320000	63.33788299560547	5.984996742443194
HiC_scaffold_1	6180000	6190000	HiC_scaffold_16	2030000	2040000	50.07064437866211	5.645893117033981
HiC_scaffold_1	6200000	6210000	HiC_scaffold_16	2830000	2840000	48.158836364746094	5.589728628365965
HiC_scaffold_1	6540000	6550000	HiC_scaffold_16	1690000	1700000	86.77330780029297	6.439179420663784
HiC_scaffold_1	6590000	6600000	HiC_scaffold_16	1680000	1690000	86.94625091552734	6.442051915378545
HiC_scaffold_1	6590000	6600000	HiC_scaffold_16	2910000	2920000	50.73209762573242	5.664826907863372
HiC_scaffold_1	6610000	6620000	HiC_scaffold_16	870000	880000	54.08314895629883	5.757107248936779
HiC_scaffold_1	6620000	6630000	HiC_scaffold_16	1350000	1360000	85.67030334472656	6.420723291733914
HiC_scaffold_1	6620000	6630000	HiC_scaffold_16	2830000	2840000	42.36073303222656	5.404655649581349
HiC_scaffold_1	6620000	6630000	HiC_scaffold_16	2850000	2860000	34.08404541015625	5.091024673021666
HiC_scaffold_1	6650000	6660000	HiC_scaffold_16	890000	900000	35.07640838623047	5.132429126916087
HiC_scaffold_1	6650000	6660000	HiC_scaffold_16	2760000	2770000	36.637413024902344	5.195245732931732
HiC_scaffold_1	6650000	6660000	HiC_scaffold_16	2860000	2870000	34.906219482421875	5.125412209174011
HiC_scaffold_1	6770000	6780000	HiC_scaffold_16	2330000	2340000	39.0336799621582	5.286647576441789
HiC_scaffold_1	6810000	6820000	HiC_scaffold_16	1670000	1680000	36.773292541503906	5.200586450668136
HiC_scaffold_1	6820000	6830000	HiC_scaffold_16	3050000	3060000	36.21873092651367	5.1786640912554756
HiC_scaffold_1	6910000	6920000	HiC_scaffold_16	3040000	3050000	35.28464126586914	5.140968437269455
HiC_scaffold_1	6980000	6990000	HiC_scaffold_16	2580000	2590000	32.86469650268555	5.038466757067577
HiC_scaffold_1	7260000	7270000	HiC_scaffold_16	1400000	1410000	35.37086868286133	5.144489745904329
HiC_scaffold_1	7430000	7440000	HiC_scaffold_16	2330000	2340000	128.27407836914062	7.003085849784296
HiC_scaffold_1	7440000	7450000	HiC_scaffold_16	2330000	2340000	42.705162048339844	5.416338563127117
HiC_scaffold_1	7510000	7520000	HiC_scaffold_16	2060000	2070000	36.94172286987305	5.207179246477354
HiC_scaffold_1	7690000	7700000	HiC_scaffold_16	2590000	2600000	42.609275817871094	5.4130956267404
HiC_scaffold_1	7830000	7840000	HiC_scaffold_16	490000	500000	42.3565559387207	5.404513381759412
HiC_scaffold_1	7890000	7900000	HiC_scaffold_16	1020000	1030000	61.444091796875	5.941202388721443
HiC_scaffold_1	8080000	8090000	HiC_scaffold_16	2920000	2930000	77.4775619506836	6.275706651087183
HiC_scaffold_1	8100000	8110000	HiC_scaffold_16	2840000	2850000	65.2784423828125	6.028534728278239
HiC_scaffold_1	8150000	8160000	HiC_scaffold_16	1620000	1630000	37.358333587646484	5.223358198263173
HiC_scaffold_1	8200000	8210000	HiC_scaffold_16	2560000	2570000	38.64356994628906	5.272156473375288
HiC_scaffold_1	8210000	8220000	HiC_scaffold_16	2710000	2720000	45.41531753540039	5.505107062123376
HiC_scaffold_1	8310000	8320000	HiC_scaffold_16	0	10000	34.60208511352539	5.112787071833314
HiC_scaffold_1	8550000	8560000	HiC_scaffold_16	1600000	1610000	197.0821533203125	7.622653329514752
HiC_scaffold_1	8590000	8600000	HiC_scaffold_16	390000	400000	34.300384521484375	5.1001528445836755
HiC_scaffold_1	8630000	8640000	HiC_scaffold_16	2020000	2030000	42.00621032714844	5.392530731013015
HiC_scaffold_1	8640000	8650000	HiC_scaffold_16	380000	390000	58.15179443359375	5.861751805597101
HiC_scaffold_1	8640000	8650000	HiC_scaffold_16	390000	400000	107.56193542480469	6.749023809587238
HiC_scaffold_1	8640000	8650000	HiC_scaffold_16	410000	420000	109.8143081665039	6.778922231148927
HiC_scaffold_1	8640000	8650000	HiC_scaffold_16	460000	470000	78.85023498535156	6.301043149353956
HiC_scaffold_1	8650000	8660000	HiC_scaffold_16	390000	400000	89.61286926269531	6.485634026815878
HiC_scaffold_1	8650000	8660000	HiC_scaffold_16	470000	480000	134.8749542236328	7.07547865983946
HiC_scaffold_1	8670000	8680000	HiC_scaffold_16	1490000	1500000	306.64764404296875	8.260438056649033
HiC_scaffold_1	8690000	8700000	HiC_scaffold_16	2920000	2930000	37.663692474365234	5.235102540758699
HiC_scaffold_1	8800000	8810000	HiC_scaffold_16	2330000	2340000	44.36885070800781	5.471475278216061
HiC_scaffold_1	8890000	8900000	HiC_scaffold_16	2580000	2590000	34.24188232421875	5.097690105772849
HiC_scaffold_1	8960000	8970000	HiC_scaffold_16	1920000	1930000	36.37269592285156	5.184783956352742
HiC_scaffold_1	9030000	9040000	HiC_scaffold_16	1620000	1630000	39.725955963134766	5.31201003180992
HiC_scaffold_1	9070000	9080000	HiC_scaffold_16	1140000	1150000	38.28121566772461	5.258564740018242
HiC_scaffold_1	9070000	9080000	HiC_scaffold_16	2530000	2540000	75.0028305053711	6.228873136882643
HiC_scaffold_1	9120000	9130000	HiC_scaffold_16	2330000	2340000	51.5852165222168	5.6888857670101585
HiC_scaffold_1	9150000	9160000	HiC_scaffold_16	1690000	1700000	37.23894119262695	5.218740148507425
HiC_scaffold_1	9340000	9350000	HiC_scaffold_16	2920000	2930000	42.36357879638672	5.404752565561056
HiC_scaffold_1	9370000	9380000	HiC_scaffold_16	1420000	1430000	45.041046142578125	5.493168431345957
HiC_scaffold_1	9400000	9410000	HiC_scaffold_16	1920000	1930000	148.24623107910156	7.211851616821837
HiC_scaffold_1	9400000	9410000	HiC_scaffold_16	2070000	2080000	35.81553649902344	5.162513647957584
HiC_scaffold_1	9400000	9410000	HiC_scaffold_16	2560000	2570000	33.19241714477539	5.052781788353126
HiC_scaffold_1	9400000	9410000	HiC_scaffold_16	2840000	2850000	32.01095199584961	5.0004936777148785
HiC_scaffold_1	9460000	9470000	HiC_scaffold_16	2330000	2340000	75.92717742919922	6.246544472284224
HiC_scaffold_1	9510000	9520000	HiC_scaffold_16	1920000	1930000	34.3295783996582	5.1013802346044015
HiC_scaffold_1	9520000	9530000	HiC_scaffold_16	1400000	1410000	35.36253356933594	5.1441497360470025
HiC_scaffold_1	9520000	9530000	HiC_scaffold_16	2590000	2600000	129.5077667236328	7.016894810294073
HiC_scaffold_1	9560000	9570000	HiC_scaffold_16	1980000	1990000	198.18423461914062	7.63069839174707
HiC_scaffold_1	9580000	9590000	HiC_scaffold_16	930000	940000	312.99951171875	8.290016596320838
HiC_scaffold_1	9590000	9600000	HiC_scaffold_16	1360000	1370000	43.558135986328125	5.444870312008752
HiC_scaffold_1	9590000	9600000	HiC_scaffold_16	1920000	1930000	233.12997436523438	7.864990698694305
HiC_scaffold_1	9710000	9720000	HiC_scaffold_16	330000	340000	56.75423812866211	5.826656224716532
HiC_scaffold_1	9710000	9720000	HiC_scaffold_16	2500000	2510000	34.53676986694336	5.110061252599054
HiC_scaffold_1	9710000	9720000	HiC_scaffold_16	2830000	2840000	38.485408782958984	5.2662396662403665
HiC_scaffold_1	9730000	9740000	HiC_scaffold_16	160000	170000	39.45093536376953	5.30198760117614
HiC_scaffold_1	9740000	9750000	HiC_scaffold_16	2980000	2990000	80.45209503173828	6.330058085165419
HiC_scaffold_1	9980000	9990000	HiC_scaffold_16	2410000	2420000	42.33304214477539	5.403712262482506
HiC_scaffold_1	180000	190000	HiC_scaffold_17	50000	60000	32.50990295410156	5.022807344307037
HiC_scaffold_1	250000	260000	HiC_scaffold_17	1160000	1170000	39.93363571166992	5.319532521339075
HiC_scaffold_1	280000	290000	HiC_scaffold_17	340000	350000	100.4770736694336	6.650722542157565
HiC_scaffold_1	360000	370000	HiC_scaffold_17	2560000	2570000	80.71053314208984	6.334685059843073
HiC_scaffold_1	430000	440000	HiC_scaffold_17	940000	950000	64.783203125	6.017547897048061
HiC_scaffold_1	550000	560000	HiC_scaffold_17	320000	330000	34.52971267700195	5.109766424410576
HiC_scaffold_1	730000	740000	HiC_scaffold_17	750000	760000	58.834651947021484	5.87859420687485
HiC_scaffold_1	730000	740000	HiC_scaffold_17	980000	990000	50.106868743896484	5.646936479216407
HiC_scaffold_1	730000	740000	HiC_scaffold_17	1670000	1680000	56.05946350097656	5.808886032476031
HiC_scaffold_1	750000	760000	HiC_scaffold_17	1220000	1230000	170.6944122314453	7.415272021556135
HiC_scaffold_1	1830000	1840000	HiC_scaffold_17	1150000	1160000	33.62623596191406	5.071515391057851
HiC_scaffold_1	1950000	1960000	HiC_scaffold_17	1990000	2000000	61.538917541503906	5.943427162035602
HiC_scaffold_1	1960000	1970000	HiC_scaffold_17	1500000	1510000	35.597225189208984	5.153692882096202
HiC_scaffold_1	1980000	1990000	HiC_scaffold_17	550000	560000	50.652748107910156	5.662568637834846
HiC_scaffold_1	2050000	2060000	HiC_scaffold_17	320000	330000	63.14521026611328	5.980601400754589
HiC_scaffold_1	2060000	2070000	HiC_scaffold_17	80000	90000	49.24537658691406	5.62191637807086
HiC_scaffold_1	2790000	2800000	HiC_scaffold_17	1920000	1930000	2640.29150390625	11.366481505163774
HiC_scaffold_1	3050000	3060000	HiC_scaffold_17	770000	780000	32.87526321411133	5.0389305402025055
HiC_scaffold_1	3150000	3160000	HiC_scaffold_17	340000	350000	34.362060546875	5.102744646253872
HiC_scaffold_1	3330000	3340000	HiC_scaffold_17	340000	350000	42.96530532836914	5.425100242269237
HiC_scaffold_1	3450000	3460000	HiC_scaffold_17	80000	90000	32.571781158447266	5.025550709254204
HiC_scaffold_1	3620000	3630000	HiC_scaffold_17	1170000	1180000	34.88411331176758	5.124498258414193
HiC_scaffold_1	3660000	3670000	HiC_scaffold_17	310000	320000	44.527191162109375	5.4766147023047145
HiC_scaffold_1	3920000	3930000	HiC_scaffold_17	1210000	1220000	324.1136474609375	8.340355959303308
HiC_scaffold_1	3960000	3970000	HiC_scaffold_17	200000	210000	69.6219711303711	6.1214707549666985
HiC_scaffold_1	4090000	4100000	HiC_scaffold_17	20000	30000	32.31890869140625	5.014306578494468
HiC_scaffold_1	4090000	4100000	HiC_scaffold_17	1140000	1150000	69.38909149169922	6.116636972564023
HiC_scaffold_1	4210000	4220000	HiC_scaffold_17	50000	60000	63.45464324951172	5.987653831025429
HiC_scaffold_1	4250000	4260000	HiC_scaffold_17	50000	60000	85.67012023925781	6.42072020821928
HiC_scaffold_1	4330000	4340000	HiC_scaffold_17	50000	60000	32.77848815917969	5.034677409496996
HiC_scaffold_1	4520000	4530000	HiC_scaffold_17	1460000	1470000	56.207096099853516	5.812680375899447
HiC_scaffold_1	4530000	4540000	HiC_scaffold_17	710000	720000	36.44875717163086	5.187797717316291
HiC_scaffold_1	4530000	4540000	HiC_scaffold_17	1560000	1570000	57.72831344604492	5.851207171981371
HiC_scaffold_1	4530000	4540000	HiC_scaffold_17	1650000	1660000	35.26384735107422	5.140117978834068
HiC_scaffold_1	4530000	4540000	HiC_scaffold_17	1810000	1820000	60.16560363769531	5.910867036301634
HiC_scaffold_1	4550000	4560000	HiC_scaffold_17	1460000	1470000	59.33049392700195	5.8907018881870385
HiC_scaffold_1	4580000	4590000	HiC_scaffold_17	1170000	1180000	32.32860565185547	5.014739379569616
